Accuracy: 0.48090499979356754

n_chords: 2
n_melody: 0
t_prior: 20.0
e_prior: 0.0
dataset: All
keys: dorian
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1]	[-1 -1]
[-1 -1]	[-1 13]
[12 12]	[13 13]
[12 12]	[13 13]
[12 12]	[13 12]
[12 12]	[12 12]
[12 12]	[12 12]
[12 12]	[12 13]
[12 12]	[13 13]
[12 12]	[13 13]
[12 12]	[13 20]
[12 12]	[20 20]
[12 12]	[20 20]
[12 12]	[20 20]
[12 12]	[20 13]
[12 12]	[13 13]
[12 12]	[13 13]
[12 12]	[13 12]
[12 12]	[12 12]
[12 12]	[12 12]
[12 12]	[12 20]
[12 12]	[20 20]
[12 12]	[20 20]
[12 12]	[20 20]
[12 12]	[20  6]
[12 12]	[6 6]
[12 12]	[6 6]
[12 12]	[6 6]
[12 12]	[ 6 13]
[12 12]	[13 13]
[12 12]	[13 13]
[12 12]	[13 12]
[12 12]	[12 12]
[12 12]	[12 12]
[12 12]	[12 13]
[12 12]	[13 13]
[12 12]	[13 13]
[12 12]	[13 20]
[12 12]	[20 20]
[12 12]	[20 20]
[12 12]	[20 13]
[12 12]	[13 13]
[12 12]	[13 13]
[12 12]	[13 13]
[12 12]	[13 12]
[12 12]	[12 12]
[12 12]	[12 12]
[12 12]	[12 12]
[12 12]	[12 20]
[12 12]	[20 20]
[12 12]	[20 20]
[12 13]	[20  6]
[13 13]	[6 6]
[13 13]	[6 6]
[13 13]	[6 6]
[13 13]	[6 5]
[13 13]	[5 5]
[13 13]	[5 5]
[13 13]	[5 5]
[13 13]	[5 5]
[13 13]	[5 5]
[13 13]	[5 5]
[13 13]	[5 5]
[13 13]	[5 6]
[13 13]	[6 6]
[13 13]	[6 6]
[13 13]	[6 6]
[13 13]	[6 9]
[13 13]	[9 9]
[13 13]	[9 9]
[13 13]	[ 9 20]
[13 13]	[20 20]
[13 13]	[20 20]
[13 13]	[20 20]
[13 13]	[20  9]
[13 13]	[9 9]
[13 13]	[ 9 20]
[13 13]	[20 20]
[13 13]	[20 20]
[13 13]	[20 20]
[13 13]	[20  6]
[13 13]	[6 6]
[13 13]	[6 6]
[13 13]	[6 6]
[13 13]	[6 5]
[13 13]	[5 5]
[13 13]	[5 5]
[13 13]	[5 5]
[13 13]	[5 5]
[13 13]	[5 5]
[13 13]	[5 5]
[13 13]	[5 5]
[13 13]	[5 6]
[13 13]	[6 6]
[13 13]	[6 6]
