Accuracy: 0.027233101123299578

n_chords: 2
n_melody: 1
t_prior: 2.5
e_prior: 0.0
dataset: All
keys: minor
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[24 24 93]	[-1 -1 -1]
[24 24 93]	[-1 -1 -1]
[24 24 93]	[-1 13 68]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 75]
[24 24 93]	[13 20 76]
[24 24 93]	[20 20 75]
[24 24 93]	[20 20 75]
[24 24 93]	[20 20 80]
[24 24 93]	[20 20 80]
[24 24 93]	[20 20 80]
[24 24 93]	[20 13 78]
[24 24 93]	[13 13 76]
[24 24 93]	[13 13 75]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 75]
[24 24 93]	[13 20 76]
[24 24 93]	[20 20 75]
[24 24 93]	[20 20 75]
[24 24 93]	[20 20 68]
[24 24 93]	[20 20 68]
[24 24 93]	[20 20 68]
[24 24 93]	[20 13 68]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 75]
[24 24 93]	[13 20 76]
[24 24 93]	[20 20 75]
[24 24 93]	[20 20 75]
[24 24 93]	[20 20 80]
[24 24 93]	[20 20 80]
[24 24 93]	[20 13 78]
[24 24 93]	[13 13 76]
[24 24 93]	[13 13 75]
[24 24 93]	[13  8 73]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8  8 73]
[24 24 93]	[ 8 13 72]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 73]
[24 24 93]	[13  5 75]
[24 24 93]	[ 5  5 75]
[24 24 93]	[ 5  5 75]
[24 24 93]	[ 5  5 76]
[24 24 93]	[ 5  5 78]
[24 24 93]	[ 5 12 76]
[24 24 93]	[12 12 78]
[24 24 93]	[12 12 78]
[24 24 93]	[12 12 83]
[24 24 93]	[12 12 83]
[24 24 93]	[12 13 84]
[24 24 93]	[13 13 85]
[24 24 93]	[13 13 80]
[24 24 93]	[13 13 78]
[24 24 93]	[13 13 76]
[24 24 93]	[13 13 75]
[24 24 93]	[13  8 73]
[24 24 93]	[ 8  8 72]
[24 24 93]	[ 8  8 80]
[24 24 93]	[ 8  8 80]
[24 24 93]	[ 8 13 80]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 72]
[24 24 93]	[13  8 73]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8  8 73]
[24 24 93]	[ 8 13 75]
[24 24 93]	[13 13 76]
[24 24 93]	[13 13 76]
[24 24 93]	[13 13 78]
[24 24 93]	[13 18 80]
[24 24 93]	[18 18 80]
[24 24 93]	[18 13 81]
[24 24 93]	[13 13 80]
[24 24 93]	[13 13 78]
[24 24 93]	[13  8 76]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8  8 73]
[-1 -1 -1]	[ 8 13 72]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 85]
[24 24 93]	[13 13 80]
[24 24 93]	[13 13 78]
[24 24 93]	[13  8 76]
[24 24 93]	[ 8  8 76]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8  8 76]
[24 24 93]	[ 8  8 78]
[24 24 93]	[ 8  8 80]
[24 24 93]	[ 8  8 78]
[24 24 93]	[ 8  8 76]
[24 24 93]	[ 8 13 75]
[24 24 93]	[13 13 75]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 76]
[24 24 93]	[13 13 80]
[24 24 93]	[13 13 85]
[24 24 93]	[13 13 80]
[24 24 93]	[13 13 78]
[24 24 93]	[13  8 76]
[24 24 93]	[ 8  8 76]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8  8 76]
[24 24 93]	[ 8  8 78]
[24 24 93]	[ 8  8 80]
[24 24 93]	[ 8  8 78]
[24 24 93]	[ 8  8 76]
[24 24 93]	[ 8 13 75]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13  0]
[24 24 93]	[13  3 80]
[24 24 93]	[ 3  3 73]
[24 24 93]	[ 3  3 75]
[24 24 93]	[ 3  3 76]
[24 24 93]	[ 3  3 78]
[24 24 93]	[ 3  3 80]
[24 24 93]	[ 3  8 85]
[24 24 93]	[ 8  8 85]
[24 24 93]	[ 8  8 84]
[24 24 93]	[ 8  8 83]
[24 24 93]	[ 8  8 85]
[24 24 93]	[ 8  8 87]
[24 24 93]	[ 8  8 80]
[24 24 93]	[ 8  8 82]
[24 24 93]	[ 8  8 84]
[24 24 93]	[ 8  8 85]
[24 24 93]	[ 8  8 87]
[24 24 93]	[ 8 13 88]
[24 24 93]	[13 13 87]
[24 24 93]	[13 13 85]
[24 24 93]	[13 13 85]
[24 24 93]	[13 13 84]
[24 24 93]	[13 13 85]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 75]
[24 24 93]	[13 13 76]
[24 24 93]	[13 13 78]
[24 24 93]	[13 13 80]
[24 24 93]	[13  8 85]
[24 24 93]	[ 8  8 85]
[24 24 93]	[ 8  8 84]
[24 24 93]	[ 8  8 83]
[24 24 93]	[ 8  8 85]
[24 24 93]	[ 8  8 87]
[24 24 93]	[ 8  8 80]
[24 24 93]	[ 8  8 80]
[24 24 93]	[ 8  8 82]
[24 24 93]	[ 8 13 84]
[24 24 93]	[13 13 85]
[24 24 93]	[13  5  0]
[24 24 93]	[ 5  5 73]
[24 24 93]	[ 5  5 72]
[24 24 93]	[ 5  5 73]
[24 24 93]	[ 5  1 75]
[24 24 93]	[ 1  1 76]
[24 24 93]	[ 1  1 75]
[24 24 93]	[ 1  1 76]
[24 24 93]	[ 1 18 77]
[24 24 93]	[18 18 78]
[24 24 93]	[18 18 77]
[24 24 93]	[18 18 78]
[24 24 93]	[18 18 80]
[24 24 93]	[18 18 81]
[24 24 93]	[18 18 80]
[24 24 93]	[18 18 78]
[24 24 93]	[18  8 81]
[24 24 93]	[ 8  8 80]
[24 24 93]	[ 8  8 68]
[24 24 93]	[ 8  8 72]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8  8 80]
[24 24 93]	[ 8  8 78]
[24 24 93]	[ 8  8 76]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8 13 73]
[24 24 93]	[13 13 72]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 75]
[24 24 93]	[13 13 76]
[24 24 93]	[13 13 75]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 68]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 80]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 73]
[24 24 93]	[13  6 76]
[24 24 93]	[ 6  6 80]
[24 24 93]	[ 6  6 80]
[24 24 93]	[ 6  6 76]
[24 24 93]	[ 6  6 73]
[24 24 93]	[ 6  6 73]
[24 24 93]	[ 6  6 76]
[24 24 93]	[ 6  6 80]
[24 24 93]	[ 6  6 80]
[24 24 93]	[ 6  6 76]
[24 24 93]	[ 6  6 73]
[24 24 93]	[ 6  6 73]
[24 24 93]	[ 6  6 76]
[24 24 93]	[ 6  6 80]
[24 24 93]	[ 6  6 80]
[24 24 93]	[ 6  6 81]
[24 24 93]	[ 6  8 80]
[24 24 93]	[ 8  8 78]
[24 24 93]	[ 8  8 80]
[24 24 93]	[ 8  8 78]
[24 24 93]	[ 8  8 76]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8  8 76]
[24 24 93]	[ 8  8 78]
[24 24 93]	[ 8  8 78]
[24 24 93]	[ 8  8 76]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8  8 76]
[24 24 93]	[ 8  8 78]
[24 24 93]	[ 8  8 78]
[24 24 93]	[ 8  8 76]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8  8 75]
[24 24 93]	[ 8  8 76]
[24 24 93]	[ 8  8 78]
[24 24 93]	[ 8  8 78]
[24 24 93]	[ 8  8 80]
[24 24 93]	[ 8 13 78]
[24 24 93]	[13 13 76]
[24 24 93]	[13 13 78]
[24 24 93]	[13 13 76]
[24 24 93]	[13 13 75]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 73]
[24 24 93]	[13 13 76]
[24 24 93]	[13 13 76]
[24 24 93]	[13 13 80]
[24 24 93]	[13 13 80]
[24 24 93]	[13 13 76]
[24 24 93]	[13 13 73]
