Accuracy: 0.12688831009652213

n_chords: 1
n_melody: 1
t_prior: 0.0
e_prior: 22.5
dataset: JSB Chorales
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1]	[-1 -1]
[22 -1]	[ 1 -1]
[19 85]	[13 68]
[24 85]	[13 66]
[24 73]	[ 6 65]
[ 1 75]	[ 8 70]
[ 1 73]	[22 72]
[ 8 73]	[ 1 73]
[22 72]	[ 8 73]
[ 5 73]	[15 72]
[22 72]	[15 70]
[ 8 70]	[ 1 72]
[15 68]	[ 8 73]
[10 66]	[ 8 68]
[15 65]	[ 1 66]
[ 1 66]	[ 6 65]
[ 8 65]	[ 1 66]
[ 1 63]	[20 65]
[ 1 61]	[ 1 63]
[ 6 68]	[ 1 61]
[ 1 66]	[13 68]
[ 6 68]	[13 66]
[24 70]	[ 6 65]
[ 1 72]	[ 8 70]
[ 1 73]	[22 72]
[ 8 73]	[ 1 73]
[22 72]	[ 8 73]
[ 5 73]	[15 72]
[22 72]	[15 70]
[ 8 70]	[ 1 72]
[15 68]	[ 8 73]
[10 66]	[ 8 68]
[15 65]	[ 1 66]
[ 1 66]	[ 6 65]
[ 8 65]	[ 1 66]
[ 1 63]	[20 65]
[ 1 61]	[ 1 63]
[19 65]	[10 61]
[21 67]	[ 3 65]
[22 69]	[ 5 67]
[ 5 70]	[ 6 69]
[22 72]	[ 6 70]
[ 5 73]	[22 72]
[22 72]	[ 5 73]
[ 8 73]	[22 72]
[ 1 75]	[24 70]
[ 8 77]	[ 1 72]
[ 1 75]	[13 73]
[ 8 77]	[ 1 75]
[ 8 75]	[15 77]
[ 1 75]	[ 8 75]
[-1 -1]	[ 1 75]
[22 -1]	[ 1 73]
[19 85]	[ 6 85]
[ 8 85]	[ 1 85]
[ 1 87]	[ 8 85]
[ 6 89]	[22 87]
[ 1 90]	[ 6 85]
[ 8 89]	[ 1 90]
[ 1 87]	[ 6 92]
[ 6 89]	[22 90]
[ 1 90]	[22 89]
[ 6 92]	[17 90]
[ 8 94]	[ 6 92]
[ 8 92]	[ 8 94]
