Accuracy: 0.43560744253921924

n_chords: 2
n_melody: 1
t_prior: 0.0
e_prior: 2.5
dataset: The Session
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1 -1]	[-1 -1 -1]
[-1  1 -1]	[-1  1 -1]
[ 1  1 80]	[ 1  1 68]
[ 1  1 78]	[ 1  1 70]
[ 1  8 77]	[ 1  1 73]
[ 8  8 75]	[ 1  1 77]
[ 8  8 77]	[ 1  1 75]
[ 8  1 75]	[ 1  8 73]
[ 1  1 73]	[ 8  8 75]
[ 1  1 75]	[ 8  8 73]
[ 1  1 77]	[ 8  1 75]
[ 1  1 80]	[ 1  1 77]
[ 1  6 80]	[ 1  1 80]
[ 6  6 82]	[ 1  6 85]
[ 6  6 84]	[ 6  6 82]
[ 6  6 85]	[ 6  6 85]
[ 6  1 82]	[ 6 10 82]
[ 1  1 80]	[10 10 82]
[ 1  1 77]	[10 10 80]
[ 1  1 75]	[10  3 77]
[ 1  1 73]	[ 3  3 75]
[ 1  1 73]	[ 3  3 77]
[ 1  1 73]	[ 3  8 75]
[ 1  1 68]	[ 8  8 75]
[ 1  1 70]	[ 8  8 73]
[ 1  1 68]	[ 8  1 70]
[ 1  1 73]	[ 1  1 68]
[ 1  1 75]	[ 1  1 70]
[ 1  1 77]	[ 1  1 73]
[ 1  1 75]	[ 1  1 77]
[ 1  1 77]	[ 1  1 75]
[ 1  1 75]	[ 1  8 73]
[ 1  1 77]	[ 8  8 75]
[ 1  1 80]	[ 8  8 73]
[ 1  1 82]	[ 8  1 75]
[ 1  1 84]	[ 1  1 77]
[ 1  6 85]	[ 1  1 80]
[ 6  6 87]	[ 1  6 85]
[ 6  6 85]	[ 6  6 82]
[ 6  6 84]	[ 6  6 85]
[ 6  1 82]	[ 6  6 82]
[ 1  1 80]	[ 6  6 82]
[ 1  1 77]	[ 6  6 80]
[ 1  1 75]	[ 6  8 77]
[ 1  1 73]	[ 8  8 75]
[ 1  1 77]	[ 8  8 73]
[ 1  1 80]	[ 8  1 70]
[ 1  1 85]	[ 1 10 73]
[ 1  1 87]	[10 10 85]
[ 1  6 85]	[10 10 84]
[ 6  6 82]	[10 10 85]
[ 6  6 80]	[10 10 82]
[ 6  1 78]	[10 10 80]
[ 1  1 77]	[10 10 78]
[ 1  1 78]	[10 10 77]
[ 1  1 77]	[10 10 78]
[ 1  1 75]	[10  8 80]
[ 1  1 77]	[ 8  8 80]
[ 1  1 73]	[ 8  8 77]
[ 1  1 68]	[ 8  1 80]
[ 1  1 73]	[ 1  1 68]
[ 1  1 73]	[ 1  1 70]
[ 1  1 75]	[ 1  3 73]
[ 1  8 73]	[ 3  3 75]
[ 8  8 75]	[ 3  3 73]
[ 8  8 77]	[ 3  8 75]
[ 8  8 78]	[ 8  8 77]
[ 8  8 77]	[ 8  8 75]
[ 8  1 78]	[ 8  8 75]
[ 1  1 77]	[ 8  8 75]
[ 1  1 80]	[ 8  8 77]
[ 1  1 85]	[ 8 10 80]
[ 1  1 87]	[10 10 85]
[ 1  6 85]	[10 10 84]
[ 6  6 82]	[10 10 85]
[ 6  6 80]	[10 10 82]
[ 6  1 78]	[10 10 80]
[ 1  1 77]	[10 10 78]
[ 1  1 78]	[10 10 77]
[ 1  1 77]	[10 10 78]
[ 1  1 75]	[10  8 80]
[ 1  1 77]	[ 8  8 80]
[ 1  1 73]	[ 8  8 77]
[ 1  1 68]	[ 8  1 80]
[ 1  1 73]	[ 1  1 68]
[ 1  8 77]	[ 1  1 70]
[ 8  8 75]	[ 1  8 73]
[ 8  8 77]	[ 8  8 75]
[ 8  1 75]	[ 8  8 73]
[ 1  1 73]	[ 8  8 75]
[ 1  1 73]	[ 8  8 77]
[ 1  1 75]	[ 8  8 73]
[ 1  1 77]	[ 8  1 73]
[ 1  1 75]	[ 1  1 73]
[ 1  1 73]	[ 1  1 80]
[ 1  1 73]	[ 1  1 77]
[ 1  1 75]	[ 1  1 73]
[ 1  1 77]	[ 1  1 73]
[ 1  1 75]	[ 1  1 73]
[ 1  1 77]	[ 1  1 75]
[ 1  1 78]	[ 1  1 77]
[ 1  1 80]	[ 1  1 78]
[ 1  1 82]	[ 1  1 80]
[ 1  1 80]	[ 1  1 77]
[ 1  1 82]	[ 1  1 80]
[ 1  1 80]	[ 1  1 85]
[ 1  1 82]	[ 1  1 80]
[ 1  1 80]	[ 1  1 77]
[ 1  1 77]	[ 1  1 80]
[ 1  1 73]	[ 1  1 77]
[ 1  1 68]	[ 1  8 73]
[ 1  1 70]	[ 8  8 77]
[ 1  1 68]	[ 8  8 73]
[ 1  1 70]	[ 8  1 68]
[ 1  1 68]	[ 1  1 73]
[ 1  1 73]	[ 1  1 72]
[ 1  1 75]	[ 1  3 73]
[ 1  8 73]	[ 3  3 75]
[ 8  8 75]	[ 3  3 73]
[ 8  8 77]	[ 3  8 75]
[ 8  8 78]	[ 8  8 77]
[ 8  8 77]	[ 8  8 75]
[ 8  1 78]	[ 8  8 75]
[ 1  1 77]	[ 8  8 75]
[ 1  1 78]	[ 8  8 77]
[ 1  1 80]	[ 8  1 78]
[ 1  1 82]	[ 1  1 80]
[ 1  1 80]	[ 1  1 77]
[ 1  1 82]	[ 1  1 80]
[ 1  1 80]	[ 1  1 85]
[ 1  1 82]	[ 1  1 80]
[ 1  1 80]	[ 1  1 77]
[ 1  1 77]	[ 1  1 80]
[ 1  1 75]	[ 1  1 77]
[ 1  1 73]	[ 1  8 73]
[ 1  1 73]	[ 8  8 77]
[ 1  1 75]	[ 8  8 73]
[ 1  8 73]	[ 8  6 68]
[ 8  8 75]	[ 6  6 73]
[ 8  8 77]	[ 6  6 72]
[ 8  1 75]	[ 6  8 73]
[ 1  1 73]	[ 8  8 75]
[ 1  1 73]	[ 8  8 73]
[ 1  1 75]	[ 8  8 75]
[ 1  1 77]	[ 8  8 77]
[ 1  1 75]	[ 8  8 73]
[ 1  1 77]	[ 8  1 73]
[ 1  1 75]	[ 1  1 73]
[ 1  1 77]	[ 1  1 75]
[ 1  1 75]	[ 1  1 77]
[ 1  1 73]	[ 1  1 78]
[ 1  1 73]	[ 1  1 77]
[ 1  1 75]	[ 1  1 73]
[ 1  1 77]	[ 1  1 73]
[-1 -1 -1]	[ 1  1 73]
[-1  1 -1]	[ 1 -1 80]
[ 1  1 80]	[-1 -1 73]
[ 1  8 77]	[-1 13 75]
[ 8  8 78]	[13 13 76]
[ 8  8 76]	[13 13 75]
[ 8 13 75]	[13 13 76]
[13 13 73]	[13 13 75]
[13 13 75]	[13 13 73]
[13 13 76]	[13 13 68]
[13 13 75]	[13 13 73]
[13 13 76]	[13 10 75]
[13 13 75]	[10 10 76]
[13 13 76]	[10 10 75]
[13 13 73]	[10 10 76]
[13 13 71]	[10 10 75]
[13 13 73]	[10 10 73]
[13 13 75]	[10 10 69]
[13 12 73]	[10 10 73]
[12 12 71]	[10 12 76]
[12 12 68]	[12 12 75]
[12 12 68]	[12 12 71]
[12 12 66]	[12 12 66]
[12 12 68]	[12 12 71]
[12 12 66]	[12 12 68]
[12 12 68]	[12 12 66]
[12 12 68]	[12 12 68]
[12 12 71]	[12 12 71]
[12 12 73]	[12 12 66]
[12 13 71]	[12 12 68]
[13 13 73]	[12 12 71]
[13 13 73]	[12 12 73]
[13 13 73]	[12 12 75]
[13 13 73]	[12 12 73]
[13 13 75]	[12 12 71]
[13 13 76]	[12 13 75]
[13 13 75]	[13 13 76]
[13 13 76]	[13 13 75]
[13 13 73]	[13 13 76]
[13 13 71]	[13 13 75]
[13 13 73]	[13 13 73]
[13 13 73]	[13 13 68]
[13 13 75]	[13 13 73]
[13 13 76]	[13 10 75]
[13 13 75]	[10 10 76]
[13 13 76]	[10 10 75]
[13 13 73]	[10 10 76]
[13 13 71]	[10 10 75]
[13 13 73]	[10 10 73]
[13 13 75]	[10 10 69]
[13 13 76]	[10 10 73]
[13 12 73]	[10 12 76]
[12 12 71]	[12 12 78]
[12 12 73]	[12 12 75]
[12 12 71]	[12 12 66]
[12 12 68]	[12 12 75]
[12 12 66]	[12 12 68]
[12 12 68]	[12 12 66]
[12 12 66]	[12 12 68]
[12 13 63]	[12 12 71]
[13 13 61]	[12 12 66]
[13 13 61]	[12 12 64]
[13 13 61]	[12 12 63]
[13 13 61]	[12 13 64]
[13 13 61]	[13 13 61]
[13 13 61]	[13 13 59]
[13 13 61]	[13 13 63]
[13 13 61]	[13 13 64]
[13 13 61]	[13 13 61]
[13 13 61]	[13 13 68]
[13 13 61]	[13 13 61]
[13 13 61]	[13 13 69]
[13 13 61]	[13 13 61]
[13 13 61]	[13 13 68]
[13 13 61]	[13 13 61]
[13 13 61]	[13 13 71]
[13 13 61]	[13 13 61]
[13 13 63]	[13 13 68]
[13 13 64]	[13 13 61]
[13 13 66]	[13 13 69]
[13 12 63]	[13 13 68]
[12 12 64]	[13 13 66]
[12 12 63]	[13 12 64]
[12 12 64]	[12 12 63]
[12 12 63]	[12 12 59]
[12 12 64]	[12 12 66]
[12 12 63]	[12 12 59]
[12 12 64]	[12 12 68]
[12 12 63]	[12 12 59]
[12 12 64]	[12 12 66]
[12 12 63]	[12 12 59]
[12 12 64]	[12 12 69]
[12 12 63]	[12 12 59]
[12 13 59]	[12 12 68]
[13 13 61]	[12 12 59]
[13 13 61]	[12 12 66]
[13 13 61]	[12 12 64]
[13 13 61]	[12 12 59]
[13 13 61]	[12 13 63]
[13 13 61]	[13 13 64]
[13 13 61]	[13 13 61]
[13 13 61]	[13 13 68]
[13 13 61]	[13 13 61]
[13 13 61]	[13 13 69]
[13 13 61]	[13 13 61]
[13 13 61]	[13 13 68]
[13 13 61]	[13 13 61]
[13 13 61]	[13 13 71]
[13 13 61]	[13 13 61]
[13 13 63]	[13 13 68]
[13 13 64]	[13 13 61]
[13 13 66]	[13 13 69]
[13 12 63]	[13 13 68]
[12 12 64]	[13 13 66]
[12 12 63]	[13 12 64]
[12 12 64]	[12 12 63]
[12 12 63]	[12 12 59]
[12 12 64]	[12 12 66]
[12 12 63]	[12 12 59]
[12 12 64]	[12 12 68]
[12 12 63]	[12 12 59]
[12 13 59]	[12 12 66]
[13 13 61]	[12 13 59]
[13 13 61]	[13 13 64]
[13 13 61]	[13 13 61]
[-1 -1 -1]	[13 13 61]
[-1  1 -1]	[13 -1 59]
[ 1  1 80]	[-1 -1 85]
[ 1  1 85]	[-1  1 87]
[ 1  1 89]	[ 1  1 89]
[ 1  1 87]	[ 1  1 87]
[ 1  1 89]	[ 1  1 85]
[ 1  1 87]	[ 1 15 89]
[ 1  1 85]	[15 15 87]
[ 1  1 82]	[15 15 85]
[ 1  1 80]	[15  1 82]
[ 1  1 80]	[ 1  1 80]
[ 1  1 82]	[ 1  1 77]
[ 1  1 80]	[ 1  8 77]
[ 1  1 85]	[ 8  8 80]
[ 1  1 89]	[ 8  8 82]
[ 1  1 87]	[ 8  8 85]
[ 1  1 89]	[ 8  1 87]
[ 1  1 89]	[ 1  1 89]
[ 1  1 87]	[ 1  1 87]
[ 1  1 89]	[ 1  1 85]
[ 1  1 87]	[ 1 15 89]
[ 1  1 89]	[15 15 87]
[ 1  1 90]	[15 15 85]
[ 1  1 92]	[15 22 87]
[ 1  6 92]	[22 22 89]
[ 6  6 94]	[22 22 94]
[ 6  6 92]	[22 22 94]
[ 6  6 94]	[22 22 92]
[ 6  6 92]	[22 22 94]
[ 6  6 90]	[22 22 92]
[ 6  6 89]	[22  1 90]
[ 6  6 87]	[ 1  1 89]
[ 6  6 90]	[ 1  1 87]
[ 6  6 89]	[ 1  1 85]
[ 6  6 87]	[ 1 15 89]
[ 6  6 85]	[15 15 87]
[ 6  1 82]	[15 15 85]
[ 1  1 80]	[15  1 82]
[ 1  1 80]	[ 1  1 80]
[ 1  1 82]	[ 1  1 77]
[ 1  1 80]	[ 1  8 77]
[ 1  1 85]	[ 8  8 80]
[ 1  1 89]	[ 8  8 82]
[ 1  1 87]	[ 8  8 85]
[ 1  1 89]	[ 8  1 87]
[ 1  1 89]	[ 1  1 89]
[ 1  1 87]	[ 1  1 87]
[ 1  1 89]	[ 1  1 85]
[ 1  1 87]	[ 1 15 89]
[ 1  6 85]	[15 15 87]
[ 6  6 82]	[15 15 85]
[ 6  6 84]	[15 15 82]
[ 6  6 85]	[15 22 80]
[ 6  1 82]	[22 22 82]
[ 1  1 80]	[22 22 82]
[ 1  1 85]	[22 22 80]
[ 1  1 89]	[22 22 82]
[ 1  1 90]	[22 22 85]
[ 1  1 92]	[22  1 87]
[ 1  1 94]	[ 1  1 89]
[ 1  1 92]	[ 1  1 92]
[ 1  1 94]	[ 1  1 92]
[ 1  1 92]	[ 1  1 94]
[ 1  1 89]	[ 1  1 92]
[ 1  1 87]	[ 1  1 89]
[ 1  1 85]	[ 1  1 87]
[ 1  6 80]	[ 1  1 89]
[ 6  6 82]	[ 1  1 85]
[ 6  6 85]	[ 1  1 82]
[ 6  6 87]	[ 1  1 80]
[ 6  6 89]	[ 1  1 82]
[ 6  6 90]	[ 1  1 85]
[ 6  6 94]	[ 1 22 87]
[ 6  6 92]	[22 22 89]
[ 6  6 94]	[22 22 94]
[ 6  6 92]	[22 22 94]
[ 6  6 94]	[22 22 92]
[ 6  6 92]	[22 22 94]
[ 6  1 90]	[22 22 92]
[ 1  1 89]	[22  1 90]
[ 1  1 89]	[ 1  1 89]
[ 1  1 87]	[ 1  1 87]
[ 1  1 89]	[ 1  1 85]
[ 1  1 87]	[ 1  8 89]
[ 1  1 89]	[ 8  8 87]
[ 1  1 90]	[ 8  8 85]
[ 1  1 92]	[ 8  1 87]
[ 1  1 94]	[ 1  1 89]
[ 1  1 92]	[ 1  1 92]
[ 1  1 94]	[ 1  1 92]
[ 1  1 92]	[ 1  1 94]
[ 1  1 89]	[ 1  1 92]
[ 1  1 87]	[ 1  1 89]
[ 1  1 85]	[ 1  1 87]
[ 1  6 80]	[ 1 22 89]
[ 6  6 82]	[22 22 85]
[ 6  6 85]	[22 22 82]
[ 6  6 87]	[22 22 80]
[ 6  6 89]	[22 22 82]
[ 6  6 90]	[22 22 85]
[ 6  6 89]	[22  1 87]
[ 6  6 87]	[ 1  1 89]
[ 6  6 90]	[ 1  1 87]
[ 6  6 89]	[ 1  1 85]
[ 6  6 87]	[ 1 15 89]
[ 6  6 85]	[15 15 87]
[ 6  6 82]	[15 15 85]
[ 6  6 84]	[15 15 82]
[ 6  6 85]	[15 22 80]
[ 6  6 82]	[22 22 82]
[ 6  6 85]	[22 22 82]
[ 6  6 84]	[22 22 80]
[ 6  6 85]	[22 22 82]
[ 6  6 84]	[22 22 85]
[ 6  6 85]	[22 22 87]
[ 6  1 82]	[22 22 82]
[ 1  1 80]	[22 22 82]
[-1 -1 -1]	[22 22 80]
[-1  1 -1]	[22 -1 82]
[ 1  1 80]	[-1 -1 73]
[ 1  1 77]	[-1 -1 77]
[ 1  6 80]	[-1  1 78]
[ 6  6 82]	[ 1  1 80]
[ 6  6 80]	[ 1  1 82]
[ 6  1 78]	[ 1  1 80]
[ 1  1 77]	[ 1  1 78]
[ 1  1 78]	[ 1  1 77]
[ 1  1 77]	[ 1  1 78]
[ 1  1 75]	[ 1  1 80]
[ 1  1 77]	[ 1  1 78]
[ 1  1 75]	[ 1  1 77]
[ 1  6 77]	[ 1  1 73]
[ 6  6 78]	[ 1  1 77]
[ 6  6 80]	[ 1  1 78]
[ 6  6 82]	[ 1  1 80]
[ 6  6 80]	[ 1  1 82]
[ 6  1 78]	[ 1  1 80]
[ 1  1 77]	[ 1  1 78]
[ 1  1 75]	[ 1  1 77]
[ 1  1 73]	[ 1  1 75]
[ 1  1 73]	[ 1  1 77]
[ 1  1 75]	[ 1  1 73]
[ 1  6 77]	[ 1  1 73]
[ 6  6 78]	[ 1  1 77]
[ 6  6 80]	[ 1  1 78]
[ 6  6 82]	[ 1  1 80]
[ 6  6 80]	[ 1  1 82]
[ 6  1 78]	[ 1  1 80]
[ 1  1 77]	[ 1  1 78]
[ 1  1 78]	[ 1  1 77]
[ 1  1 77]	[ 1  1 78]
[ 1  1 75]	[ 1  1 80]
[ 1  1 77]	[ 1  1 78]
[ 1  1 75]	[ 1  1 77]
[ 1  6 77]	[ 1  1 73]
[ 6  6 78]	[ 1  1 77]
[ 6  6 80]	[ 1  8 78]
[ 6  6 82]	[ 8  8 80]
[ 6  6 80]	[ 8  8 82]
[ 6  1 78]	[ 8  8 80]
[ 1  1 77]	[ 8  8 78]
[ 1  1 75]	[ 8  8 77]
[ 1  1 77]	[ 8  1 75]
[ 1  1 75]	[ 1  1 73]
[ 1  1 77]	[ 1  1 73]
[ 1  1 77]	[ 1  1 77]
[ 1  1 80]	[ 1  1 78]
[ 1  1 82]	[ 1  1 73]
[ 1  1 80]	[ 1  1 85]
[ 1  1 82]	[ 1  1 84]
[ 1  1 80]	[ 1  1 82]
[ 1  1 80]	[ 1  1 80]
[ 1  1 82]	[ 1  1 77]
[ 1  1 80]	[ 1  1 82]
[ 1  6 77]	[ 1  1 80]
[ 6  6 78]	[ 1  1 77]
[ 6  6 80]	[ 1  1 78]
[ 6  1 78]	[ 1  1 80]
[ 1  1 77]	[ 1  1 78]
