Accuracy: 0.00042704626334519574

n_chords: 2
n_melody: 2
t_prior: 0.5
e_prior: 0.0
dataset: Nottingham
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[24 24 86 87]	[-1 -1 -1 -1]
[24 24 86 87]	[-1 -1 -1 -1]
[24 24 86 87]	[-1 -1 -1 89]
[24 24 86 87]	[-1  1 89 90]
[24 24 86 87]	[ 1  1 90 92]
[24 24 86 87]	[ 1  1 92 92]
[24 24 86 87]	[ 1  1 92 94]
[24 24 86 87]	[ 1  1 94 92]
[24 24 86 87]	[ 1  1 92 91]
[24 24 86 87]	[ 1  1 91 92]
[24 24 86 87]	[ 1  1 92 89]
[24 24 86 87]	[ 1  1 89 85]
[24 24 86 87]	[ 1  8 85 89]
[24 24 86 87]	[ 8  8 89 87]
[24 24 86 87]	[ 8  8 87 84]
[24 24 86 87]	[ 8  8 84 80]
[24 24 86 87]	[ 8  1 80 90]
[24 24 86 87]	[ 1  1 90 89]
[24 24 86 87]	[ 1  1 89 85]
[24 24 86 87]	[ 1  8 85 82]
[24 24 86 87]	[ 8  8 82 80]
[24 24 86 87]	[ 8  8 80 89]
[24 24 86 87]	[ 8  1 89 90]
[24 24 86 87]	[ 1  1 90 92]
[24 24 86 87]	[ 1  1 92 92]
[24 24 86 87]	[ 1  1 92 94]
[24 24 86 87]	[ 1  1 94 92]
[24 24 86 87]	[ 1  1 92 91]
[24 24 86 87]	[ 1  1 91 92]
[24 24 86 87]	[ 1  1 92 89]
[24 24 86 87]	[ 1  1 89 85]
[24 24 86 87]	[ 1  8 85 89]
[24 24 86 87]	[ 8  8 89 87]
[24 24 86 87]	[ 8  8 87 84]
[24 24 86 87]	[ 8  8 84 80]
[24 24 86 87]	[ 8  8 80 82]
[24 24 86 87]	[ 8  1 82 84]
[24 24 86 87]	[ 1  1 84 85]
[24 24 86 87]	[ 1  1 85 85]
[24 24 86 87]	[ 1  1 85 84]
[24 24 86 87]	[ 1  1 84 82]
[24 24 86 87]	[ 1  1 82 80]
[24 24 86 87]	[ 1  8 80 82]
[24 24 86 87]	[ 8  8 82 78]
[24 24 86 87]	[ 8  1 78 80]
[24 24 86 87]	[ 1  1 80 77]
[24 24 86 87]	[ 1  1 77 80]
[24 24 86 87]	[ 1  1 80 85]
[24 24 86 87]	[ 1  1 85 87]
[24 24 86 87]	[ 1 15 87 89]
[24 24 86 87]	[15 15 89 90]
[24 24 86 87]	[15  8 90 87]
[24 24 86 87]	[ 8  8 87 84]
[24 24 86 87]	[ 8  8 84 82]
[24 24 86 87]	[ 8  1 82 84]
[24 24 86 87]	[ 1  1 84 85]
[24 24 86 87]	[ 1  1 85 89]
[24 24 86 87]	[ 1  6 89 87]
[24 24 86 87]	[ 6  6 87 85]
[24 24 86 87]	[ 6  6 85 84]
[24 24 86 87]	[ 6  1 84 82]
[24 24 86 87]	[ 1  1 82 80]
[24 24 86 87]	[ 1  8 80 82]
[24 24 86 87]	[ 8  8 82 78]
[24 24 86 87]	[ 8  1 78 80]
[24 24 86 87]	[ 1  1 80 77]
[24 24 86 87]	[ 1  1 77 80]
[24 24 86 87]	[ 1  1 80 85]
[24 24 86 87]	[ 1  1 85 87]
[24 24 86 87]	[ 1  6 87 89]
[24 24 86 87]	[ 6  6 89 90]
[24 24 86 87]	[ 6  8 90 87]
[24 24 86 87]	[ 8  8 87 84]
[-1 -1 -1 -1]	[ 8  8 84 82]
[24 24 86 87]	[ 8  1 82 84]
[24 24 86 87]	[ 1 -1 84 85]
[24 24 86 87]	[-1 -1 85 82]
[24 24 86 87]	[-1  1 82 84]
[24 24 86 87]	[ 1  1 84 85]
[24 24 86 87]	[ 1  1 85 77]
[24 24 86 87]	[ 1  1 77 77]
[24 24 86 87]	[ 1  1 77 80]
[24 24 86 87]	[ 1  1 80 78]
[24 24 86 87]	[ 1  1 78 77]
[24 24 86 87]	[ 1  1 77 73]
[24 24 86 87]	[ 1  1 73 77]
[24 24 86 87]	[ 1  1 77 80]
[24 24 86 87]	[ 1  1 80 80]
[24 24 86 87]	[ 1  1 80 77]
[24 24 86 87]	[ 1 15 77 80]
[24 24 86 87]	[15 15 80 82]
[24 24 86 87]	[15 15 82 75]
[24 24 86 87]	[15 15 75 75]
[24 24 86 87]	[15 15 75 78]
[24 24 86 87]	[15 15 78 75]
[24 24 86 87]	[15  6 75 75]
[24 24 86 87]	[ 6  6 75 82]
[24 24 86 87]	[ 6  6 82 85]
[24 24 86 87]	[ 6  8 85 82]
[24 24 86 87]	[ 8  8 82 80]
[24 24 86 87]	[ 8  8 80 77]
[24 24 86 87]	[ 8  1 77 80]
[24 24 86 87]	[ 1  1 80 85]
[24 24 86 87]	[ 1  1 85 77]
[24 24 86 87]	[ 1  1 77 77]
[24 24 86 87]	[ 1  1 77 80]
[24 24 86 87]	[ 1  1 80 78]
[24 24 86 87]	[ 1  1 78 77]
[24 24 86 87]	[ 1  1 77 73]
[24 24 86 87]	[ 1  1 73 77]
[24 24 86 87]	[ 1  1 77 80]
[24 24 86 87]	[ 1  1 80 80]
[24 24 86 87]	[ 1  1 80 77]
[24 24 86 87]	[ 1  6 77 80]
[24 24 86 87]	[ 6  6 80 82]
[24 24 86 87]	[ 6  6 82 84]
[24 24 86 87]	[ 6  8 84 85]
[24 24 86 87]	[ 8  8 85 87]
[24 24 86 87]	[ 8  8 87 89]
[24 24 86 87]	[ 8  1 89 90]
[24 24 86 87]	[ 1  1 90 89]
[24 24 86 87]	[ 1  1 89 85]
[24 24 86 87]	[ 1  1 85 85]
[24 24 86 87]	[ 1  1 85 85]
[24 24 86 87]	[ 1  1 85 82]
[24 24 86 87]	[ 1  1 82 84]
[24 24 86 87]	[ 1  1 84 85]
[24 24 86 87]	[ 1  1 85 89]
[24 24 86 87]	[ 1  8 89 85]
[24 24 86 87]	[ 8  8 85 84]
[24 24 86 87]	[ 8  8 84 87]
[24 24 86 87]	[ 8 22 87 84]
[24 24 86 87]	[22 22 84 82]
[24 24 86 87]	[22 22 82 85]
[24 24 86 87]	[22  1 85 82]
[24 24 86 87]	[ 1  1 82 80]
[24 24 86 87]	[ 1  1 80 78]
[24 24 86 87]	[ 1 15 78 77]
[24 24 86 87]	[15 15 77 82]
[24 24 86 87]	[15 15 82 75]
[24 24 86 87]	[15 15 75 75]
[24 24 86 87]	[15 15 75 78]
[24 24 86 87]	[15 15 78 75]
[24 24 86 87]	[15  6 75 75]
[24 24 86 87]	[ 6  6 75 82]
[24 24 86 87]	[ 6  6 82 85]
[24 24 86 87]	[ 6  8 85 82]
[24 24 86 87]	[ 8  8 82 80]
[24 24 86 87]	[ 8  8 80 77]
[24 24 86 87]	[ 8  1 77 80]
[24 24 86 87]	[ 1  1 80 85]
[24 24 86 87]	[ 1  1 85 89]
[24 24 86 87]	[ 1  8 89 85]
[24 24 86 87]	[ 8  8 85 84]
[24 24 86 87]	[ 8  8 84 87]
[24 24 86 87]	[ 8 22 87 84]
[24 24 86 87]	[22 22 84 82]
[24 24 86 87]	[22 22 82 85]
[24 24 86 87]	[22  1 85 82]
[24 24 86 87]	[ 1  1 82 80]
[24 24 86 87]	[ 1  1 80 77]
[24 24 86 87]	[ 1  6 77 80]
[24 24 86 87]	[ 6  6 80 82]
[24 24 86 87]	[ 6  6 82 84]
[24 24 86 87]	[ 6  8 84 85]
[24 24 86 87]	[ 8  8 85 87]
[24 24 86 87]	[ 8  8 87 89]
