Accuracy: 0.026714873958019483

n_chords: 1
n_melody: 1
t_prior: 7.5
e_prior: 0.0
dataset: All
keys: lydian
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[24 87]	[-1 -1]
[24 87]	[ 1 -1]
[24 87]	[ 1 80]
[24 87]	[ 1 82]
[24 87]	[ 1 83]
[24 87]	[ 1 82]
[24 87]	[ 1 80]
[24 87]	[ 1 78]
[24 87]	[ 1 77]
[24 87]	[ 1 80]
[24 87]	[ 1 82]
[24 87]	[ 1 83]
[24 87]	[ 1 83]
[24 87]	[ 1 82]
[24 87]	[ 1 80]
[24 87]	[ 1 80]
[24 87]	[ 1 80]
[24 87]	[ 1 82]
[24 87]	[ 1 83]
[24 87]	[ 1 82]
[24 87]	[ 1 80]
[24 87]	[ 1 78]
[24 87]	[ 1 77]
[24 87]	[ 1 73]
[24 87]	[ 1 77]
[24 87]	[12 75]
[24 87]	[12 71]
[24 87]	[ 1 71]
[24 87]	[ 1 73]
[24 87]	[ 1 73]
[24 87]	[ 1 73]
[24 87]	[ 1 73]
[24 87]	[ 1 73]
[24 87]	[ 1 73]
[24 87]	[ 1 73]
[24 87]	[ 1 80]
[24 87]	[ 1 78]
[24 87]	[ 1 77]
[24 87]	[ 1 73]
[24 87]	[ 1 73]
[24 87]	[ 1 73]
[24 87]	[ 1 73]
[24 87]	[12 77]
[24 87]	[12 75]
[24 87]	[ 1 75]
[24 87]	[ 1 73]
[24 87]	[ 1 73]
[24 87]	[ 1 73]
[24 87]	[ 1 73]
[24 87]	[ 1 80]
[24 87]	[ 1 78]
[24 87]	[ 1 77]
[24 87]	[ 1 77]
[24 87]	[ 1 73]
[24 87]	[12 77]
[24 87]	[12 75]
[24 87]	[ 1 71]
[24 87]	[ 1 73]
[24 87]	[ 1 73]
[-1 -1]	[ 1 73]
[24 87]	[ 1 80]
[24 87]	[-1 80]
[24 87]	[ 1 78]
[24 87]	[ 1 77]
[24 87]	[ 1 73]
[24 87]	[12 77]
[24 87]	[12 75]
[24 87]	[12 71]
[24 87]	[12 78]
[24 87]	[ 1 75]
[24 87]	[ 1 77]
[24 87]	[ 1 73]
[24 87]	[ 1 77]
[24 87]	[ 1 75]
[24 87]	[ 6 73]
[24 87]	[ 6 85]
[24 87]	[ 1 80]
[24 87]	[ 1 77]
[24 87]	[ 1 73]
