Accuracy: 0.13963536080894745

n_chords: 2
n_melody: 2
t_prior: 0.0
e_prior: 0.5
dataset: JSB Chorales
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1 -1 -1]	[-1 -1 -1 -1]
[-1 22 -1 -1]	[-1  1 -1 -1]
[22 19 -1 85]	[ 1 13 -1 68]
[19 19 85 84]	[13 13 68 66]
[19  5 84 82]	[13  6 66 65]
[ 5  5 82 81]	[ 6  8 65 70]
[ 5  5 81 79]	[ 8 22 70 72]
[ 5 22 79 77]	[22  1 72 73]
[22  3 77 77]	[ 1  8 73 73]
[ 3  8 77 70]	[ 8 15 73 72]
[ 8  3 70 72]	[15 15 72 70]
[ 3  8 72 70]	[15  1 70 72]
[ 8  8 70 68]	[ 1  8 72 73]
[ 8  1 68 66]	[ 8  8 73 68]
[ 1  6 66 65]	[ 8  1 68 66]
[ 6  1 65 66]	[ 1  6 66 65]
[ 1 15 66 65]	[ 6  1 65 66]
[15 15 65 63]	[ 1 20 66 65]
[15  8 63 63]	[20  1 65 63]
[ 8 13 63 68]	[ 1  1 63 61]
[13  1 68 68]	[ 1 13 61 68]
[ 1 22 68 65]	[13 13 68 66]
[22  5 65 70]	[13  6 66 65]
[ 5 22 70 72]	[ 6  8 65 70]
[22 22 72 70]	[ 8 22 70 72]
[22 24 70 73]	[22  1 72 73]
[24 24 73 72]	[ 1  8 73 73]
[24  8 72 70]	[ 8 15 73 72]
[ 8  3 70 72]	[15 15 72 70]
[ 3  8 72 70]	[15  1 70 72]
[ 8  8 70 68]	[ 1  8 72 73]
[ 8  1 68 66]	[ 8  8 73 68]
[ 1  6 66 65]	[ 8  1 68 66]
[ 6  1 65 66]	[ 1  6 66 65]
[ 1 20 66 65]	[ 6  1 65 66]
[20  1 65 63]	[ 1 20 66 65]
[ 1  1 63 61]	[20  1 65 63]
[ 1  3 61 65]	[ 1 10 63 61]
[ 3 21 65 67]	[10  3 61 65]
[21 22 67 69]	[ 3  5 65 67]
[22 22 69 70]	[ 5  6 67 69]
[22 22 70 72]	[ 6  6 69 70]
[22 24 72 73]	[ 6 22 70 72]
[24 22 73 72]	[22  5 72 73]
[22  5 72 70]	[ 5 22 73 72]
[ 5 22 70 72]	[22 24 72 70]
[22  8 72 73]	[24  1 70 72]
[ 8  1 73 75]	[ 1 13 72 73]
