Accuracy: 0.36861306860730814

n_chords: 2
n_melody: 1
t_prior: 7.5
e_prior: 7.5
dataset: The Session
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1 -1]	[-1 -1 -1]
[ 1  1 68]	[-1  1 -1]
[ 1  1 73]	[ 1  1 68]
[ 1  1 73]	[ 1  1 70]
[ 1  1 73]	[ 1  1 73]
[ 1  1 73]	[ 1  1 77]
[ 1  1 73]	[ 1  1 75]
[ 1  1 73]	[ 1  8 73]
[ 1  1 77]	[ 8  8 75]
[ 1  1 80]	[ 8  8 73]
[ 1  1 77]	[ 8  1 75]
[ 1  1 80]	[ 1  1 77]
[ 1  1 80]	[ 1  1 80]
[ 1  1 85]	[ 1  6 85]
[ 1  1 80]	[ 6  6 82]
[ 1  1 80]	[ 6  6 85]
[ 1  1 77]	[ 6 10 82]
[ 1  1 80]	[10 10 82]
[ 1  1 77]	[10 10 80]
[ 1  1 80]	[10  3 77]
[ 1  1 77]	[ 3  3 75]
[ 1  1 73]	[ 3  3 77]
[ 1  1 73]	[ 3  8 75]
[ 1  1 73]	[ 8  8 75]
[ 1  1 73]	[ 8  8 73]
[ 1  1 73]	[ 8  1 70]
[ 1  1 73]	[ 1  1 68]
[ 1  1 73]	[ 1  1 70]
[ 1  1 73]	[ 1  1 73]
[ 1  1 73]	[ 1  1 77]
[ 1  1 73]	[ 1  1 75]
[ 1  1 73]	[ 1  8 73]
[ 1  1 77]	[ 8  8 75]
[ 1  1 80]	[ 8  8 73]
[ 1  1 77]	[ 8  1 75]
[ 1  1 80]	[ 1  1 77]
[ 1  1 80]	[ 1  1 80]
[ 1  1 85]	[ 1  6 85]
[ 1  1 80]	[ 6  6 82]
[ 1  1 80]	[ 6  6 85]
[ 1  1 77]	[ 6  6 82]
[ 1  1 80]	[ 6  6 82]
[ 1  1 77]	[ 6  6 80]
[ 1  1 73]	[ 6  8 77]
[ 1  1 73]	[ 8  8 75]
[ 1  1 77]	[ 8  8 73]
[ 1  1 80]	[ 8  1 70]
[ 1  1 85]	[ 1 10 73]
[ 1  1 85]	[10 10 85]
[ 1  1 80]	[10 10 84]
[ 1  1 77]	[10 10 85]
[ 1  1 80]	[10 10 82]
[ 1  1 80]	[10 10 80]
[ 1  1 77]	[10 10 78]
[ 1  1 80]	[10 10 77]
[ 1  1 77]	[10 10 78]
[ 1  1 80]	[10  8 80]
[ 1  1 77]	[ 8  8 80]
[ 1  1 73]	[ 8  8 77]
[ 1  1 73]	[ 8  1 80]
[ 1  1 73]	[ 1  1 68]
[ 1  1 73]	[ 1  1 70]
[ 1  1 73]	[ 1  3 73]
[ 1  1 73]	[ 3  3 75]
[ 1  1 73]	[ 3  3 73]
[ 1  1 73]	[ 3  8 75]
[ 1  1 73]	[ 8  8 77]
[ 1  1 77]	[ 8  8 75]
[ 1  1 80]	[ 8  8 75]
[ 1  1 77]	[ 8  8 75]
[ 1  1 80]	[ 8  8 77]
[ 1  1 85]	[ 8 10 80]
[ 1  1 85]	[10 10 85]
[ 1  1 80]	[10 10 84]
[ 1  1 77]	[10 10 85]
[ 1  1 80]	[10 10 82]
[ 1  1 80]	[10 10 80]
[ 1  1 77]	[10 10 78]
[ 1  1 80]	[10 10 77]
[ 1  1 77]	[10 10 78]
[ 1  1 80]	[10  8 80]
[ 1  1 77]	[ 8  8 80]
[ 1  1 73]	[ 8  8 77]
[ 1  1 73]	[ 8  1 80]
