Accuracy: 0.42134065554254113

n_chords: 2
n_melody: 2
t_prior: 0.0
e_prior: 1.5
dataset: The Session
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1 -1 -1]	[-1 -1 -1 -1]
[-1  1 -1 -1]	[-1  1 -1 -1]
[ 1  1 -1 80]	[ 1  1 -1 68]
[ 1  1 80 78]	[ 1  1 68 70]
[ 1  8 78 77]	[ 1  1 70 73]
[ 8  8 77 75]	[ 1  1 73 77]
[ 8  8 75 73]	[ 1  1 77 75]
[ 8  1 73 72]	[ 1  8 75 73]
[ 1  1 72 73]	[ 8  8 73 75]
[ 1  1 73 75]	[ 8  8 75 73]
[ 1  1 75 77]	[ 8  1 73 75]
[ 1  6 77 80]	[ 1  1 75 77]
[ 6  6 80 82]	[ 1  1 77 80]
[ 6  6 82 84]	[ 1  6 80 85]
[ 6  6 84 85]	[ 6  6 85 82]
[ 6  6 85 84]	[ 6  6 82 85]
[ 6  1 84 82]	[ 6 10 85 82]
[ 1  1 82 80]	[10 10 82 82]
[ 1  8 80 77]	[10 10 82 80]
[ 8  8 77 75]	[10  3 80 77]
[ 8  8 75 73]	[ 3  3 77 75]
[ 8  8 73 72]	[ 3  3 75 77]
[ 8  1 72 75]	[ 3  8 77 75]
[ 1  1 75 73]	[ 8  8 75 75]
[ 1  1 73 70]	[ 8  8 75 73]
[ 1  1 70 68]	[ 8  1 73 70]
[ 1  1 68 73]	[ 1  1 70 68]
[ 1  1 73 75]	[ 1  1 68 70]
[ 1  8 75 77]	[ 1  1 70 73]
[ 8  8 77 75]	[ 1  1 73 77]
[ 8  8 75 73]	[ 1  1 77 75]
[ 8  1 73 72]	[ 1  8 75 73]
[ 1  1 72 73]	[ 8  8 73 75]
[ 1  1 73 75]	[ 8  8 75 73]
[ 1  1 75 77]	[ 8  1 73 75]
[ 1  6 77 80]	[ 1  1 75 77]
[ 6  6 80 82]	[ 1  1 77 80]
[ 6  6 82 84]	[ 1  6 80 85]
[ 6  6 84 85]	[ 6  6 85 82]
[ 6  6 85 84]	[ 6  6 82 85]
[ 6  1 84 82]	[ 6  6 85 82]
[ 1  1 82 80]	[ 6  6 82 82]
[ 1  1 80 77]	[ 6  6 82 80]
[ 1  1 77 75]	[ 6  8 80 77]
[ 1  1 75 73]	[ 8  8 77 75]
[ 1  1 73 77]	[ 8  8 75 73]
[ 1  6 77 80]	[ 8  1 73 70]
[ 6  6 80 82]	[ 1 10 70 73]
[ 6  6 82 84]	[10 10 73 85]
[ 6  6 84 85]	[10 10 85 84]
[ 6  1 85 82]	[10 10 84 85]
[ 1  1 82 80]	[10 10 85 82]
[ 1  1 80 78]	[10 10 82 80]
[ 1  1 78 77]	[10 10 80 78]
[ 1  1 77 80]	[10 10 78 77]
[ 1  1 80 82]	[10 10 77 78]
[ 1  1 82 80]	[10  8 78 80]
[ 1  1 80 77]	[ 8  8 80 80]
[ 1  1 77 73]	[ 8  8 80 77]
[ 1  1 73 68]	[ 8  1 77 80]
[ 1  1 68 73]	[ 1  1 80 68]
[ 1  8 73 77]	[ 1  1 68 70]
[ 8  8 77 75]	[ 1  3 70 73]
[ 8  8 75 77]	[ 3  3 73 75]
[ 8  8 77 75]	[ 3  3 75 73]
[ 8  8 75 73]	[ 3  8 73 75]
[ 8  8 73 72]	[ 8  8 75 77]
[ 8  8 72 73]	[ 8  8 77 75]
[ 8  1 73 75]	[ 8  8 75 75]
[ 1  1 75 77]	[ 8  8 75 75]
[ 1  6 77 80]	[ 8  8 75 77]
[ 6  6 80 82]	[ 8 10 77 80]
[ 6  6 82 84]	[10 10 80 85]
[ 6  6 84 85]	[10 10 85 84]
[ 6  1 85 82]	[10 10 84 85]
[ 1  1 82 80]	[10 10 85 82]
[ 1  1 80 78]	[10 10 82 80]
[ 1  1 78 77]	[10 10 80 78]
[ 1  1 77 78]	[10 10 78 77]
[ 1  1 78 77]	[10 10 77 78]
[ 1  1 77 75]	[10  8 78 80]
[ 1  1 75 73]	[ 8  8 80 80]
[ 1  1 73 70]	[ 8  8 80 77]
[ 1  1 70 68]	[ 8  1 77 80]
[ 1  1 68 70]	[ 1  1 80 68]
[ 1  1 70 73]	[ 1  1 68 70]
[ 1  1 73 73]	[ 1  8 70 73]
[ 1  1 73 73]	[ 8  8 73 75]
[ 1  1 73 75]	[ 8  8 75 73]
[ 1  1 75 77]	[ 8  8 73 75]
[ 1  1 77 75]	[ 8  8 75 77]
[ 1  1 75 77]	[ 8  8 77 73]
[ 1  1 77 78]	[ 8  1 73 73]
[ 1  1 78 80]	[ 1  1 73 73]
[ 1  1 80 77]	[ 1  1 73 80]
[ 1  1 77 75]	[ 1  1 80 77]
[ 1  1 75 73]	[ 1  1 77 73]
[ 1  1 73 73]	[ 1  1 73 73]
[ 1  1 73 75]	[ 1  1 73 73]
[ 1  1 75 77]	[ 1  1 73 75]
[ 1  1 77 78]	[ 1  1 75 77]
[ 1  1 78 80]	[ 1  1 77 78]
[ 1  1 80 82]	[ 1  1 78 80]
[ 1  1 82 84]	[ 1  1 80 77]
[ 1  1 84 85]	[ 1  1 77 80]
[ 1  1 85 80]	[ 1  1 80 85]
[ 1  1 80 82]	[ 1  1 85 80]
[ 1  1 82 80]	[ 1  1 80 77]
[ 1  1 80 77]	[ 1  1 77 80]
[ 1  1 77 77]	[ 1  1 80 77]
[ 1  1 77 75]	[ 1  8 77 73]
[ 1  8 75 73]	[ 8  8 73 77]
[ 8  8 73 75]	[ 8  8 77 73]
[ 8  8 75 73]	[ 8  1 73 68]
