Accuracy: 0.44129757959224664

n_chords: 2
n_melody: 2
t_prior: 1.5
e_prior: 0.5
dataset: All
keys: lydian
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1 -1 -1]	[-1 -1 -1 -1]
[ 1  1 78 80]	[-1  1 -1 -1]
[ 1  1 80 82]	[ 1  1 -1 80]
[ 1  1 82 83]	[ 1  1 80 82]
[ 1  1 83 82]	[ 1  1 82 83]
[ 1  1 82 80]	[ 1  1 83 82]
[ 1  1 80 78]	[ 1  1 82 80]
[ 1  1 78 77]	[ 1  1 80 78]
[ 1  1 77 80]	[ 1  1 78 77]
[ 1  1 80 80]	[ 1  1 77 80]
[ 1  1 80 82]	[ 1  1 80 82]
[ 1  1 82 80]	[ 1  1 82 83]
[ 1  1 80 78]	[ 1  1 83 83]
[ 1  1 78 77]	[ 1  1 83 82]
[ 1  1 77 78]	[ 1  1 82 80]
[ 1  1 78 80]	[ 1  1 80 80]
[ 1  1 80 82]	[ 1  1 80 80]
[ 1  1 82 83]	[ 1  1 80 82]
[ 1  1 83 82]	[ 1  1 82 83]
[ 1  1 82 80]	[ 1  1 83 82]
[ 1  1 80 78]	[ 1  1 82 80]
[ 1  1 78 77]	[ 1  1 80 78]
[ 1  1 77 73]	[ 1  1 78 77]
[ 1  1 73 73]	[ 1  1 77 73]
[ 1  1 73 73]	[ 1  1 73 77]
[ 1  1 73 73]	[ 1 12 77 75]
[ 1  1 73 73]	[12 12 75 71]
[ 1  1 73 73]	[12  1 71 71]
[ 1  1 73 73]	[ 1  1 71 73]
[ 1  1 73 73]	[ 1  1 73 73]
[ 1  1 73 73]	[ 1  1 73 73]
[ 1  1 73 75]	[ 1  1 73 73]
[ 1  1 75 77]	[ 1  1 73 73]
[ 1  1 77 78]	[ 1  1 73 73]
[ 1  1 78 80]	[ 1  1 73 73]
[ 1  1 80 78]	[ 1  1 73 80]
[ 1  1 78 77]	[ 1  1 80 78]
[ 1  1 77 73]	[ 1  1 78 77]
[ 1  1 73 73]	[ 1  1 77 73]
[ 1  1 73 73]	[ 1  1 73 73]
[ 1  1 73 73]	[ 1  1 73 73]
[ 1  1 73 73]	[ 1  1 73 73]
[ 1  1 73 73]	[ 1 12 73 77]
[ 1  1 73 73]	[12 12 77 75]
[ 1  1 73 73]	[12  1 75 75]
[ 1  1 73 75]	[ 1  1 75 73]
[ 1  1 75 77]	[ 1  1 73 73]
[ 1  1 77 78]	[ 1  1 73 73]
[ 1  1 78 80]	[ 1  1 73 73]
[ 1  1 80 80]	[ 1  1 73 80]
[ 1  1 80 78]	[ 1  1 80 78]
[ 1  1 78 77]	[ 1  1 78 77]
[ 1  1 77 73]	[ 1  1 77 77]
[ 1  1 73 73]	[ 1  1 77 73]
[ 1  1 73 73]	[ 1 12 73 77]
[ 1  1 73 73]	[12 12 77 75]
[ 1  1 73 73]	[12  1 75 71]
[ 1  1 73 73]	[ 1  1 71 73]
[ 1  1 73 77]	[ 1  1 73 73]
[ 1  1 77 78]	[ 1  1 73 73]
[-1 -1 -1 -1]	[ 1  1 73 80]
[ 1  1 80 78]	[ 1 -1 80 80]
[ 1  1 78 77]	[-1  1 80 78]
[ 1  1 77 73]	[ 1  1 78 77]
[ 1  1 73 73]	[ 1  1 77 73]
[ 1  1 73 73]	[ 1 12 73 77]
[ 1  1 73 73]	[12 12 77 75]
[ 1  1 73 73]	[12 12 75 71]
[ 1  1 73 73]	[12 12 71 78]
[ 1  1 73 73]	[12  1 78 75]
[ 1  1 73 73]	[ 1  1 75 77]
[ 1  1 73 73]	[ 1  1 77 73]
[ 1  1 73 73]	[ 1  1 73 77]
[ 1  1 73 73]	[ 1  1 77 75]
[ 1  1 73 73]	[ 1  6 75 73]
[ 1  1 73 73]	[ 6  6 73 85]
[ 1  1 73 73]	[ 6  1 85 80]
[ 1  1 73 73]	[ 1  1 80 77]
[ 1  1 73 73]	[ 1  1 77 73]
[ 1  1 73 73]	[ 1 12 73 77]
[ 1  1 73 73]	[12 12 77 75]
[ 1  1 73 73]	[12 12 75 71]
[ 1  1 73 75]	[12 12 71 78]
[ 1  1 75 77]	[12  1 78 75]
[ 1  1 77 78]	[ 1  1 75 77]
[ 1  1 78 77]	[ 1  1 77 78]
[ 1  1 77 73]	[ 1  8 78 80]
[ 1  1 73 73]	[ 8  8 80 75]
