Accuracy: 0.40571789773101385

n_chords: 2
n_melody: 1
t_prior: 0.0
e_prior: 10.0
dataset: All
keys: minor
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1 -1]	[-1 -1 -1]
[-1 13 -1]	[-1 -1 -1]
[13 13 73]	[-1 13 68]
[13 13 75]	[13 13 73]
[13 13 76]	[13 13 73]
[13 13 75]	[13 13 73]
[13 13 76]	[13 13 75]
[13 13 76]	[13 20 76]
[13 13 78]	[20 20 75]
[13 13 80]	[20 20 75]
[13 13 78]	[20 20 80]
[13 13 76]	[20 20 80]
[13 13 75]	[20 20 80]
[13 13 73]	[20 13 78]
[13 13 73]	[13 13 76]
[13 13 75]	[13 13 75]
[13 13 76]	[13 13 73]
[13 13 75]	[13 13 73]
[13  8 73]	[13 13 75]
[ 8  8 72]	[13 20 76]
[ 8  8 68]	[20 20 75]
[ 8  8 68]	[20 20 75]
[ 8  8 68]	[20 20 68]
[ 8  8 72]	[20 20 68]
[ 8 13 75]	[20 20 68]
[13 13 73]	[20 13 68]
[13 13 75]	[13 13 73]
[13 13 76]	[13 13 73]
[13 13 78]	[13 13 73]
[13  8 76]	[13 13 75]
[ 8  8 75]	[13 20 76]
[ 8  8 80]	[20 20 75]
[ 8  8 81]	[20 20 75]
[ 8  8 80]	[20 20 80]
[ 8  8 78]	[20 20 80]
[ 8  8 76]	[20 13 78]
[ 8  8 75]	[13 13 76]
[ 8  8 76]	[13 13 75]
[ 8  8 75]	[13  8 73]
[ 8  8 73]	[ 8  8 75]
[ 8 13 72]	[ 8  8 73]
[13 13 73]	[ 8 13 72]
[13 13 73]	[13 13 73]
[13 13 73]	[13 13 73]
[13 13 73]	[13 13 73]
[13 13 73]	[13  5 75]
[13 13 75]	[ 5  5 75]
[13 13 76]	[ 5  5 75]
[13 13 75]	[ 5  5 76]
[13 13 76]	[ 5  5 78]
[13 13 80]	[ 5 12 76]
[13 13 85]	[12 12 78]
[13 13 85]	[12 12 78]
[13  8 85]	[12 12 83]
[ 8  8 84]	[12 12 83]
[ 8  8 81]	[12 13 84]
[ 8  8 80]	[13 13 85]
[ 8  8 78]	[13 13 80]
[ 8  8 76]	[13 13 78]
[ 8 13 75]	[13 13 76]
[13 13 73]	[13 13 75]
[13 13 80]	[13  8 73]
[13 13 78]	[ 8  8 72]
[13 13 76]	[ 8  8 80]
[13 13 75]	[ 8  8 80]
[13  8 73]	[ 8 13 80]
[ 8  8 75]	[13 13 73]
[ 8  8 76]	[13 13 72]
[ 8  8 75]	[13  8 73]
[ 8  8 76]	[ 8  8 75]
[ 8  8 78]	[ 8  8 73]
[ 8  8 78]	[ 8 13 75]
[ 8  8 80]	[13 13 76]
[ 8  8 80]	[13 13 76]
[ 8  8 81]	[13 13 78]
[ 8  8 80]	[13 18 80]
[ 8  8 81]	[18 18 80]
[ 8  8 80]	[18 13 81]
[ 8  8 78]	[13 13 80]
[ 8  8 76]	[13 13 78]
[ 8  8 75]	[13  8 76]
[ 8  8 73]	[ 8  8 75]
[ 8 13 72]	[ 8  8 73]
[13 13 73]	[ 8 13 72]
[-1 -1 -1]	[13 13 73]
[-1 13 -1]	[13 13 73]
[13 13 73]	[13 13 85]
[13 13 73]	[13 13 80]
[13 13 75]	[13 13 78]
[13 13 76]	[13  8 76]
[13 13 76]	[ 8  8 76]
[13 13 75]	[ 8  8 75]
[13 13 76]	[ 8  8 75]
[13 13 78]	[ 8  8 76]
[13 13 76]	[ 8  8 78]
[13 13 75]	[ 8  8 80]
[13 13 76]	[ 8  8 78]
[13 13 76]	[ 8  8 76]
[13 13 75]	[ 8 13 75]
[13 13 76]	[13 13 75]
[13 13 78]	[13 13 73]
[13 13 80]	[13 13 73]
[13 13 80]	[13 13 76]
[13 13 81]	[13 13 80]
[13  8 80]	[13 13 85]
[ 8  8 78]	[13 13 80]
[ 8  8 78]	[13 13 78]
[ 8  8 76]	[13  8 76]
[ 8  8 76]	[ 8  8 76]
[ 8  8 78]	[ 8  8 75]
[ 8  8 80]	[ 8  8 75]
[ 8  8 81]	[ 8  8 76]
[ 8  8 80]	[ 8  8 78]
[ 8  8 78]	[ 8  8 80]
[ 8  8 76]	[ 8  8 78]
[ 8 13 75]	[ 8  8 76]
[13 13 73]	[ 8 13 75]
[13 13 73]	[13 13 73]
[13 13 75]	[13 13  0]
[13 13 76]	[13  3 80]
[13 13 75]	[ 3  3 73]
[13 13 76]	[ 3  3 75]
[13 13 78]	[ 3  3 76]
[13 13 80]	[ 3  3 78]
[13 13 85]	[ 3  3 80]
[13 13 85]	[ 3  8 85]
[13 13 85]	[ 8  8 85]
[13 13 87]	[ 8  8 84]
[13 13 88]	[ 8  8 83]
[13 13 85]	[ 8  8 85]
