Accuracy: 0.03683162249119044

n_chords: 2
n_melody: 1
t_prior: 2.5
e_prior: 0.0
dataset: JSB Chorales
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[24 24 96]	[-1 -1 -1]
[24 24 96]	[-1  1 -1]
[24 24 96]	[ 1 13 68]
[24 24 96]	[13 13 66]
[24 24 96]	[13  6 65]
[24 24 96]	[ 6  8 70]
[24 24 96]	[ 8 22 72]
[24 24 96]	[22  1 73]
[24 24 96]	[ 1  8 73]
[24 24 96]	[ 8 15 72]
[24 24 96]	[15 15 70]
[24 24 96]	[15  1 72]
[24 24 96]	[ 1  8 73]
[24 24 96]	[ 8  8 68]
[24 24 96]	[ 8  1 66]
[24 24 96]	[ 1  6 65]
[24 24 96]	[ 6  1 66]
[24 24 96]	[ 1 20 65]
[24 24 96]	[20  1 63]
[24 24 96]	[ 1  1 61]
[24 24 96]	[ 1 13 68]
[24 24 96]	[13 13 66]
[24 24 96]	[13  6 65]
[24 24 96]	[ 6  8 70]
[24 24 96]	[ 8 22 72]
[24 24 96]	[22  1 73]
[24 24 96]	[ 1  8 73]
[24 24 96]	[ 8 15 72]
[24 24 96]	[15 15 70]
[24 24 96]	[15  1 72]
[24 24 96]	[ 1  8 73]
[24 24 96]	[ 8  8 68]
[24 24 96]	[ 8  1 66]
[24 24 96]	[ 1  6 65]
[24 24 96]	[ 6  1 66]
[24 24 96]	[ 1 20 65]
[24 24 96]	[20  1 63]
[24 24 96]	[ 1 10 61]
[24 24 96]	[10  3 65]
[24 24 96]	[ 3  5 67]
[24 24 96]	[ 5  6 69]
[24 24 96]	[ 6  6 70]
[24 24 96]	[ 6 22 72]
[24 24 96]	[22  5 73]
[24 24 96]	[ 5 22 72]
[24 24 96]	[22 24 70]
[24 24 96]	[24  1 72]
[24 24 96]	[ 1 13 73]
[24 24 96]	[13  1 75]
[24 24 96]	[ 1 15 77]
[-1 -1 -1]	[15  8 75]
[24 24 96]	[ 8  1 75]
[24 24 96]	[ 1  1 73]
[24 24 96]	[ 1  6 85]
[24 24 96]	[ 6  1 85]
[24 24 96]	[ 1  8 85]
[24 24 96]	[ 8 22 87]
[24 24 96]	[22  6 85]
[24 24 96]	[ 6  1 90]
[24 24 96]	[ 1  6 92]
[24 24 96]	[ 6 22 90]
[24 24 96]	[22 22 89]
[24 24 96]	[22 17 90]
[24 24 96]	[17  6 92]
[24 24 96]	[ 6  8 94]
[24 24 96]	[ 8  8 92]
[24 24 96]	[ 8  1 90]
[24 24 96]	[ 1  8 89]
[24 24 96]	[ 8  1 87]
[24 24 96]	[ 1  1 85]
[24 24 96]	[ 1 24 85]
[24 24 96]	[24  1 90]
[24 24 96]	[ 1  1 89]
[24 24 96]	[ 1  1 90]
[24 24 96]	[ 1  8 92]
[24 24 96]	[ 8  1 87]
[24 24 96]	[ 1  1 85]
[24 24 96]	[ 1  3 84]
[24 24 96]	[ 3  8 82]
[24 24 96]	[ 8  8 80]
[24 24 96]	[ 8  8 80]
[24 24 96]	[ 8  3 87]
[24 24 96]	[ 3  8 87]
[24 24 96]	[ 8  1 87]
[24 24 96]	[ 1 15 89]
[24 24 96]	[15 15 90]
[24 24 96]	[15 15 89]
[24 24 96]	[15 22 87]
[24 24 96]	[22 22 85]
[24 24 96]	[22  1 87]
[24 24 96]	[ 1  8 89]
[24 24 96]	[ 8  1 87]
[24 24 96]	[ 1  1 85]
[-1 -1 -1]	[ 1  6 85]
[24 24 96]	[ 6  1 85]
[24 24 96]	[ 1  1 85]
[24 24 96]	[ 1  6 77]
[24 24 96]	[ 6 24 73]
[24 24 96]	[24  1 75]
[24 24 96]	[ 1  8 77]
[24 24 96]	[ 8  6 80]
[24 24 96]	[ 6  8 78]
[24 24 96]	[ 8  1 78]
[24 24 96]	[ 1  1 77]
[24 24 96]	[ 1  6 80]
[24 24 96]	[ 6  1 78]
[24 24 96]	[ 1 15 77]
[24 24 96]	[15  8 75]
[24 24 96]	[ 8  1 75]
[24 24 96]	[ 1  8 77]
[24 24 96]	[ 8  8 75]
[24 24 96]	[ 8  8 75]
[24 24 96]	[ 8  1 75]
[24 24 96]	[ 1  8 77]
[24 24 96]	[ 8 22 75]
[24 24 96]	[22 24 73]
[24 24 96]	[24  5 75]
[24 24 96]	[ 5  5 72]
[24 24 96]	[ 5 22 72]
[24 24 96]	[22  8 73]
[24 24 96]	[ 8  1 75]
[24 24 96]	[ 1  8 77]
[24 24 96]	[ 8  8 75]
[24 24 96]	[ 8  6 77]
[24 24 96]	[ 6  1 78]
[-1 -1 -1]	[ 1  8 77]
[24 24 96]	[ 8  1 75]
[24 24 96]	[ 1 22 73]
[24 24 96]	[22 22 70]
[24 24 96]	[22 22 70]
[24 24 96]	[22 22 72]
[24 24 96]	[22 24 73]
[24 24 96]	[24  6 72]
[24 24 96]	[ 6 19 70]
[24 24 96]	[19 19 69]
[24 24 96]	[19 22 70]
[24 24 96]	[22 22 70]
[24 24 96]	[22 22 68]
[24 24 96]	[22  5 70]
[24 24 96]	[ 5  5 72]
[24 24 96]	[ 5  5 72]
[24 24 96]	[ 5 22 73]
[24 24 96]	[22 22 73]
[24 24 96]	[22 22 72]
[24 24 96]	[22  3 73]
[24 24 96]	[ 3  5 75]
[24 24 96]	[ 5 22 77]
[24 24 96]	[22 24 73]
[24 24 96]	[24 22 72]
[24 24 96]	[22 17 70]
[24 24 96]	[17 17 72]
[24 24 96]	[17  1 72]
[24 24 96]	[ 1 24 73]
[24 24 96]	[24 19 75]
[24 24 96]	[19  8 73]
[24 24 96]	[ 8 22 72]
[24 24 96]	[22  8 70]
[24 24 96]	[ 8  8 68]
[24 24 96]	[ 8 10 75]
[24 24 96]	[10 14 77]
[24 24 96]	[14 17 79]
[24 24 96]	[17 19 80]
[24 24 96]	[19  1 79]
