Accuracy: 0.02563580874872838

n_chords: 2
n_melody: 2
t_prior: 1.5
e_prior: 0.0
dataset: All
keys: mixolydian
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[24 24 87 85]	[-1 -1 -1 -1]
[24 24 87 85]	[-1  1 -1 -1]
[24 24 87 85]	[ 1  1 -1 80]
[24 24 87 85]	[ 1  1 80 82]
[24 24 87 85]	[ 1  1 82 83]
[24 24 87 85]	[ 1  1 83 82]
[24 24 87 85]	[ 1  1 82 80]
[24 24 87 85]	[ 1  1 80 78]
[24 24 87 85]	[ 1  1 78 77]
[24 24 87 85]	[ 1  1 77 80]
[24 24 87 85]	[ 1  1 80 82]
[24 24 87 85]	[ 1  1 82 83]
[24 24 87 85]	[ 1  1 83 83]
[24 24 87 85]	[ 1  1 83 82]
[24 24 87 85]	[ 1  1 82 80]
[24 24 87 85]	[ 1  1 80 80]
[24 24 87 85]	[ 1  1 80 80]
[24 24 87 85]	[ 1  1 80 82]
[24 24 87 85]	[ 1  1 82 83]
[24 24 87 85]	[ 1  1 83 82]
[24 24 87 85]	[ 1  1 82 80]
[24 24 87 85]	[ 1  1 80 78]
[24 24 87 85]	[ 1  1 78 77]
[24 24 87 85]	[ 1  1 77 73]
[24 24 87 85]	[ 1  1 73 77]
[24 24 87 85]	[ 1 12 77 75]
[24 24 87 85]	[12 12 75 71]
[24 24 87 85]	[12  1 71 71]
[24 24 87 85]	[ 1  1 71 73]
[24 24 87 85]	[ 1  1 73 73]
[24 24 87 85]	[ 1  1 73 73]
[24 24 87 85]	[ 1  1 73 73]
[24 24 87 85]	[ 1  1 73 73]
[24 24 87 85]	[ 1  1 73 73]
[24 24 87 85]	[ 1  1 73 73]
[24 24 87 85]	[ 1  1 73 80]
[24 24 87 85]	[ 1  1 80 78]
[24 24 87 85]	[ 1  1 78 77]
[24 24 87 85]	[ 1  1 77 73]
[24 24 87 85]	[ 1  1 73 73]
[24 24 87 85]	[ 1  1 73 73]
[24 24 87 85]	[ 1  1 73 73]
[24 24 87 85]	[ 1 12 73 77]
[24 24 87 85]	[12 12 77 75]
[24 24 87 85]	[12  1 75 75]
[24 24 87 85]	[ 1  1 75 73]
[24 24 87 85]	[ 1  1 73 73]
[24 24 87 85]	[ 1  1 73 73]
[24 24 87 85]	[ 1  1 73 73]
[24 24 87 85]	[ 1  1 73 80]
[24 24 87 85]	[ 1  1 80 78]
[24 24 87 85]	[ 1  1 78 77]
[24 24 87 85]	[ 1  1 77 77]
[24 24 87 85]	[ 1  1 77 73]
[24 24 87 85]	[ 1 12 73 77]
[24 24 87 85]	[12 12 77 75]
[24 24 87 85]	[12  1 75 71]
[24 24 87 85]	[ 1  1 71 73]
[24 24 87 85]	[ 1  1 73 73]
[-1 -1 -1 -1]	[ 1  1 73 73]
[24 24 87 85]	[ 1  1 73 80]
[24 24 87 85]	[ 1 -1 80 80]
[24 24 87 85]	[-1  1 80 78]
[24 24 87 85]	[ 1  1 78 77]
[24 24 87 85]	[ 1  1 77 73]
[24 24 87 85]	[ 1 12 73 77]
[24 24 87 85]	[12 12 77 75]
[24 24 87 85]	[12 12 75 71]
[24 24 87 85]	[12 12 71 78]
[24 24 87 85]	[12  1 78 75]
[24 24 87 85]	[ 1  1 75 77]
[24 24 87 85]	[ 1  1 77 73]
[24 24 87 85]	[ 1  1 73 77]
[24 24 87 85]	[ 1  1 77 75]
[24 24 87 85]	[ 1  6 75 73]
[24 24 87 85]	[ 6  6 73 85]
[24 24 87 85]	[ 6  1 85 80]
[24 24 87 85]	[ 1  1 80 77]
[24 24 87 85]	[ 1  1 77 73]
[24 24 87 85]	[ 1 12 73 77]
[24 24 87 85]	[12 12 77 75]
[24 24 87 85]	[12 12 75 71]
[24 24 87 85]	[12 12 71 78]
[24 24 87 85]	[12  1 78 75]
[24 24 87 85]	[ 1  1 75 77]
[24 24 87 85]	[ 1  1 77 78]
[24 24 87 85]	[ 1  8 78 80]
[24 24 87 85]	[ 8  8 80 75]
[24 24 87 85]	[ 8  1 75 77]
[24 24 87 85]	[ 1  1 77 73]
[24 24 87 85]	[ 1  1 73 73]
[24 24 87 85]	[ 1  1 73 78]
[24 24 87 85]	[ 1  1 78 77]
[24 24 87 85]	[ 1  1 77 80]
[24 24 87 85]	[ 1  1 80 80]
[24 24 87 85]	[ 1 12 80 82]
[24 24 87 85]	[12 12 82 83]
[24 24 87 85]	[12 12 83 71]
[24 24 87 85]	[12 12 71 78]
[24 24 87 85]	[12  1 78 75]
