Accuracy: 0.1406771870690976

n_chords: 2
n_melody: 1
t_prior: 5.0
e_prior: 5.0
dataset: JSB Chorales
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1 -1]	[-1 -1 -1]
[ 8  8 68]	[-1  1 -1]
[ 8  1 68]	[ 1 13 68]
[ 1  6 68]	[13 13 66]
[ 6 24 70]	[13  6 65]
[24  1 72]	[ 6  8 70]
[22 22 72]	[ 8 22 72]
[22  5 73]	[22  1 73]
[ 5 22 72]	[ 1  8 73]
[22 22 70]	[ 8 15 72]
[22 22 72]	[15 15 70]
[ 3  8 70]	[15  1 72]
[ 8  8 68]	[ 1  8 73]
[ 8  1 66]	[ 8  8 68]
[ 1  6 65]	[ 8  1 66]
[ 6  1 66]	[ 1  6 65]
[ 1  8 65]	[ 6  1 66]
[ 8  1 63]	[ 1 20 65]
[ 3  8 70]	[20  1 63]
[ 8  8 68]	[ 1  1 61]
[ 8  1 68]	[ 1 13 68]
[ 1  6 68]	[13 13 66]
[ 6 24 70]	[13  6 65]
[24  1 72]	[ 6  8 70]
[22 22 72]	[ 8 22 72]
[22  5 73]	[22  1 73]
[ 5 22 72]	[ 1  8 73]
[22 22 70]	[ 8 15 72]
[22 22 72]	[15 15 70]
[ 3  8 70]	[15  1 72]
[ 8  8 68]	[ 1  8 73]
[ 8  1 66]	[ 8  8 68]
[ 1  6 65]	[ 8  1 66]
[ 6  1 66]	[ 1  6 65]
[ 1  8 65]	[ 6  1 66]
[ 8  1 63]	[ 1 20 65]
[ 1  1 65]	[20  1 63]
[ 1  1 65]	[ 1 10 61]
[22  5 70]	[10  3 65]
[ 5 22 72]	[ 3  5 67]
[22 22 70]	[ 5  6 69]
[22 22 72]	[ 6  6 70]
[22  5 73]	[ 6 22 72]
[ 5 22 72]	[22  5 73]
[22  8 73]	[ 5 22 72]
[ 8  1 75]	[22 24 70]
[ 1  8 77]	[24  1 72]
[ 8  1 75]	[ 1 13 73]
[ 1  8 77]	[13  1 75]
[ 8  8 75]	[ 1 15 77]
[ 8  1 75]	[15  8 75]
[-1 -1 -1]	[ 8  1 75]
[ 8  1 84]	[ 1  1 73]
[ 1  1 85]	[ 1  6 85]
[ 1  8 89]	[ 6  1 85]
[ 8  1 87]	[ 1  8 85]
[ 1  6 89]	[ 8 22 87]
[ 6  1 90]	[22  6 85]
[ 1  8 89]	[ 6  1 90]
[ 8  1 87]	[ 1  6 92]
[ 1  1 89]	[ 6 22 90]
[ 1  1 90]	[22 22 89]
[ 1  6 92]	[22 17 90]
[ 6  1 90]	[17  6 92]
[ 1  6 89]	[ 6  8 94]
[ 6  1 90]	[ 8  8 92]
[ 1  8 89]	[ 8  1 90]
[ 8  1 87]	[ 1  8 89]
[ 1  1 85]	[ 8  1 87]
[ 1  8 89]	[ 1  1 85]
[ 8  1 87]	[ 1 24 85]
[ 1  6 89]	[24  1 90]
[ 6  1 90]	[ 1  1 89]
[ 1  8 89]	[ 1  1 90]
[ 8  1 87]	[ 1  8 92]
[ 1  1 85]	[ 8  1 87]
[ 1  6 80]	[ 1  1 85]
[ 6  1 82]	[ 1  3 84]
[ 1  1 80]	[ 3  8 82]
[ 1  1 85]	[ 8  8 80]
[ 1  8 89]	[ 8  8 80]
[ 8  8 87]	[ 8  3 87]
[ 8  1 87]	[ 3  8 87]
[ 1  6 89]	[ 8  1 87]
[ 6  1 90]	[ 1 15 89]
[ 1  8 89]	[15 15 90]
[ 8  1 87]	[15 15 89]
[ 1  8 89]	[15 22 87]
[ 8  1 87]	[22 22 85]
[ 1  8 89]	[22  1 87]
[ 8  1 87]	[ 1  8 89]
[ 1  1 85]	[ 8  1 87]
[ 1  1 85]	[ 1  1 85]
[ 1  1 85]	[ 1  6 85]
[-1 -1 -1]	[ 6  1 85]
[ 8  1 75]	[ 1  1 85]
[ 1  8 77]	[ 1  6 77]
[ 8  1 75]	[ 6 24 73]
[ 1  1 73]	[24  1 75]
[ 1  1 77]	[ 1  8 77]
[ 1  6 77]	[ 8  6 80]
[ 6  1 78]	[ 6  8 78]
[ 1  1 77]	[ 8  1 78]
[ 1  6 77]	[ 1  1 77]
[ 6  1 78]	[ 1  6 80]
[ 1  8 77]	[ 6  1 78]
[ 8  8 75]	[ 1 15 77]
[ 8  1 75]	[15  8 75]
[ 1  1 77]	[ 8  1 75]
[ 1  8 77]	[ 1  8 77]
[ 8  8 75]	[ 8  8 75]
[ 8  1 75]	[ 8  8 75]
[ 1  8 77]	[ 8  1 75]
[ 8  1 75]	[ 1  8 77]
[ 1  1 73]	[ 8 22 75]
[ 1  1 73]	[22 24 73]
[ 1  8 73]	[24  5 75]
[ 8  1 75]	[ 5  5 72]
[ 1  8 77]	[ 5 22 72]
[ 8  1 75]	[22  8 73]
[ 1  8 77]	[ 8  1 75]
[ 8  1 75]	[ 1  8 77]
[ 1  6 77]	[ 8  8 75]
[ 6  1 78]	[ 8  6 77]
[ 1  8 77]	[ 6  1 78]
[ 8  1 75]	[ 1  8 77]
[-1 -1 -1]	[ 8  1 75]
[ 5 22 72]	[ 1 22 73]
[22 22 70]	[22 22 70]
[22 22 72]	[22 22 70]
[22  5 73]	[22 22 72]
[ 5 22 72]	[22 24 73]
[22  5 70]	[24  6 72]
[ 5 22 72]	[ 6 19 70]
[22 22 70]	[19 19 69]
[22  5 70]	[19 22 70]
[ 5 22 72]	[22 22 70]
[22 22 70]	[22 22 68]
[22  8 73]	[22  5 70]
