Accuracy: 0.00042704626334519574

n_chords: 2
n_melody: 1
t_prior: 0.0
e_prior: 0.0
dataset: Nottingham
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[24 24 87]	[-1 -1 -1]
[24 24 87]	[-1 -1 -1]
[24 24 87]	[-1 -1 89]
[24 24 87]	[-1  1 90]
[24 24 87]	[ 1  1 92]
[24 24 87]	[ 1  1 92]
[24 24 87]	[ 1  1 94]
[24 24 87]	[ 1  1 92]
[24 24 87]	[ 1  1 91]
[24 24 87]	[ 1  1 92]
[24 24 87]	[ 1  1 89]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  8 89]
[24 24 87]	[ 8  8 87]
[24 24 87]	[ 8  8 84]
[24 24 87]	[ 8  8 80]
[24 24 87]	[ 8  1 90]
[24 24 87]	[ 1  1 89]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  8 82]
[24 24 87]	[ 8  8 80]
[24 24 87]	[ 8  8 89]
[24 24 87]	[ 8  1 90]
[24 24 87]	[ 1  1 92]
[24 24 87]	[ 1  1 92]
[24 24 87]	[ 1  1 94]
[24 24 87]	[ 1  1 92]
[24 24 87]	[ 1  1 91]
[24 24 87]	[ 1  1 92]
[24 24 87]	[ 1  1 89]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  8 89]
[24 24 87]	[ 8  8 87]
[24 24 87]	[ 8  8 84]
[24 24 87]	[ 8  8 80]
[24 24 87]	[ 8  8 82]
[24 24 87]	[ 8  1 84]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  1 84]
[24 24 87]	[ 1  1 82]
[24 24 87]	[ 1  1 80]
[24 24 87]	[ 1  8 82]
[24 24 87]	[ 8  8 78]
[24 24 87]	[ 8  1 80]
[24 24 87]	[ 1  1 77]
[24 24 87]	[ 1  1 80]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  1 87]
[24 24 87]	[ 1 15 89]
[24 24 87]	[15 15 90]
[24 24 87]	[15  8 87]
[24 24 87]	[ 8  8 84]
[24 24 87]	[ 8  8 82]
[24 24 87]	[ 8  1 84]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  1 89]
[24 24 87]	[ 1  6 87]
[24 24 87]	[ 6  6 85]
[24 24 87]	[ 6  6 84]
[24 24 87]	[ 6  1 82]
[24 24 87]	[ 1  1 80]
[24 24 87]	[ 1  8 82]
[24 24 87]	[ 8  8 78]
[24 24 87]	[ 8  1 80]
[24 24 87]	[ 1  1 77]
[24 24 87]	[ 1  1 80]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  1 87]
[24 24 87]	[ 1  6 89]
[24 24 87]	[ 6  6 90]
[24 24 87]	[ 6  8 87]
[24 24 87]	[ 8  8 84]
[-1 -1 -1]	[ 8  8 82]
[24 24 87]	[ 8  1 84]
[24 24 87]	[ 1 -1 85]
[24 24 87]	[-1 -1 82]
[24 24 87]	[-1  1 84]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  1 77]
[24 24 87]	[ 1  1 77]
[24 24 87]	[ 1  1 80]
[24 24 87]	[ 1  1 78]
[24 24 87]	[ 1  1 77]
[24 24 87]	[ 1  1 73]
[24 24 87]	[ 1  1 77]
[24 24 87]	[ 1  1 80]
[24 24 87]	[ 1  1 80]
[24 24 87]	[ 1  1 77]
[24 24 87]	[ 1 15 80]
[24 24 87]	[15 15 82]
[24 24 87]	[15 15 75]
[24 24 87]	[15 15 75]
[24 24 87]	[15 15 78]
[24 24 87]	[15 15 75]
[24 24 87]	[15  6 75]
[24 24 87]	[ 6  6 82]
[24 24 87]	[ 6  6 85]
[24 24 87]	[ 6  8 82]
[24 24 87]	[ 8  8 80]
[24 24 87]	[ 8  8 77]
[24 24 87]	[ 8  1 80]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  1 77]
[24 24 87]	[ 1  1 77]
[24 24 87]	[ 1  1 80]
[24 24 87]	[ 1  1 78]
[24 24 87]	[ 1  1 77]
[24 24 87]	[ 1  1 73]
[24 24 87]	[ 1  1 77]
[24 24 87]	[ 1  1 80]
[24 24 87]	[ 1  1 80]
[24 24 87]	[ 1  1 77]
[24 24 87]	[ 1  6 80]
[24 24 87]	[ 6  6 82]
[24 24 87]	[ 6  6 84]
[24 24 87]	[ 6  8 85]
[24 24 87]	[ 8  8 87]
[24 24 87]	[ 8  8 89]
[24 24 87]	[ 8  1 90]
[24 24 87]	[ 1  1 89]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  1 82]
[24 24 87]	[ 1  1 84]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  1 89]
[24 24 87]	[ 1  8 85]
[24 24 87]	[ 8  8 84]
[24 24 87]	[ 8  8 87]
[24 24 87]	[ 8 22 84]
[24 24 87]	[22 22 82]
[24 24 87]	[22 22 85]
[24 24 87]	[22  1 82]
[24 24 87]	[ 1  1 80]
[24 24 87]	[ 1  1 78]
[24 24 87]	[ 1 15 77]
[24 24 87]	[15 15 82]
[24 24 87]	[15 15 75]
[24 24 87]	[15 15 75]
[24 24 87]	[15 15 78]
[24 24 87]	[15 15 75]
[24 24 87]	[15  6 75]
[24 24 87]	[ 6  6 82]
[24 24 87]	[ 6  6 85]
[24 24 87]	[ 6  8 82]
[24 24 87]	[ 8  8 80]
[24 24 87]	[ 8  8 77]
[24 24 87]	[ 8  1 80]
[24 24 87]	[ 1  1 85]
[24 24 87]	[ 1  1 89]
