Accuracy: 0.41466192170818506

n_chords: 2
n_melody: 1
t_prior: 5.0
e_prior: 2.5
dataset: Nottingham
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1 -1]	[-1 -1 -1]
[ 1  1 92]	[-1 -1 -1]
[ 1  1 89]	[-1 -1 89]
[ 1  1 89]	[-1  1 90]
[ 1  1 92]	[ 1  1 92]
[ 1  1 89]	[ 1  1 92]
[ 1  1 92]	[ 1  1 94]
[ 1  1 89]	[ 1  1 92]
[ 1  1 87]	[ 1  1 91]
[ 1  1 89]	[ 1  1 92]
[ 1  1 87]	[ 1  1 89]
[ 1  1 89]	[ 1  1 85]
[ 1  1 85]	[ 1  8 89]
[ 1  1 85]	[ 8  8 87]
[ 1  1 89]	[ 8  8 84]
[ 1  1 87]	[ 8  8 80]
[ 1  1 85]	[ 8  1 90]
[ 1  1 80]	[ 1  1 89]
[ 1  1 85]	[ 1  1 85]
[ 1  1 87]	[ 1  8 82]
[ 1  1 89]	[ 8  8 80]
[ 1  1 92]	[ 8  8 89]
[ 1  1 89]	[ 8  1 90]
[ 1  1 92]	[ 1  1 92]
[ 1  1 89]	[ 1  1 92]
[ 1  1 92]	[ 1  1 94]
[ 1  1 89]	[ 1  1 92]
[ 1  1 87]	[ 1  1 91]
[ 1  1 89]	[ 1  1 92]
[ 1  1 87]	[ 1  1 89]
[ 1  1 89]	[ 1  1 85]
[ 1  1 85]	[ 1  8 89]
[ 1  1 82]	[ 8  8 87]
[ 1  1 80]	[ 8  8 84]
[ 1  1 85]	[ 8  8 80]
[ 1  1 84]	[ 8  8 82]
[ 1  1 85]	[ 8  1 84]
[ 1  1 85]	[ 1  1 85]
[ 1  1 80]	[ 1  1 85]
[ 1  1 77]	[ 1  1 84]
[ 1  1 80]	[ 1  1 82]
[ 1  1 77]	[ 1  1 80]
[ 1  1 77]	[ 1  8 82]
[ 1  1 80]	[ 8  8 78]
[ 1  1 77]	[ 8  1 80]
[ 1  1 80]	[ 1  1 77]
