Accuracy: 0.4725771093550854

n_chords: 1
n_melody: 1
t_prior: 7.5
e_prior: 15.0
dataset: All
keys: major
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1]	[-1 -1]
[ 1 65]	[ 1 -1]
[ 1 68]	[13 68]
[ 1 68]	[13 66]
[ 1 73]	[ 6 65]
[ 1 73]	[ 8 70]
[ 1 75]	[22 72]
[ 8 73]	[ 1 73]
[ 8 72]	[ 8 73]
[ 8 73]	[15 72]
[ 8 72]	[15 70]
[ 8 70]	[ 1 72]
[ 8 68]	[ 8 73]
[ 1 66]	[ 8 68]
[ 1 65]	[ 1 66]
[ 1 66]	[ 6 65]
[ 8 65]	[ 1 66]
[ 1 63]	[20 65]
[ 1 65]	[ 1 63]
[ 1 65]	[ 1 61]
[ 1 68]	[13 68]
[ 1 68]	[13 66]
[ 1 73]	[ 6 65]
[ 1 73]	[ 8 70]
[ 1 75]	[22 72]
[ 8 73]	[ 1 73]
[ 8 72]	[ 8 73]
[ 8 73]	[15 72]
[ 8 72]	[15 70]
[ 8 70]	[ 1 72]
[ 8 68]	[ 8 73]
[ 1 66]	[ 8 68]
[ 1 65]	[ 1 66]
[ 1 66]	[ 6 65]
[ 8 65]	[ 1 66]
[ 1 63]	[20 65]
[ 1 65]	[ 1 63]
[ 1 68]	[10 61]
[ 1 70]	[ 3 65]
[ 1 68]	[ 5 67]
[ 1 73]	[ 6 69]
[ 1 75]	[ 6 70]
[ 8 73]	[22 72]
[ 8 72]	[ 5 73]
[ 8 73]	[22 72]
[ 8 75]	[24 70]
[ 8 77]	[ 1 72]
[ 8 75]	[13 73]
[ 8 75]	[ 1 75]
[ 8 77]	[15 77]
[ 1 75]	[ 8 75]
[-1 -1]	[ 1 75]
[ 1 84]	[ 1 73]
[ 1 85]	[ 6 85]
[ 1 89]	[ 1 85]
[ 1 87]	[ 8 85]
[ 1 89]	[22 87]
[ 1 90]	[ 6 85]
[ 1 89]	[ 1 90]
[ 1 90]	[ 6 92]
[ 1 92]	[22 90]
[ 1 94]	[22 89]
[ 1 92]	[17 90]
[ 1 94]	[ 6 92]
[ 1 92]	[ 8 94]
[ 1 90]	[ 8 92]
[ 1 89]	[ 1 90]
[ 1 87]	[ 8 89]
[ 1 85]	[ 1 87]
[ 1 89]	[ 1 85]
[ 1 87]	[24 85]
[ 1 89]	[ 1 90]
[ 1 90]	[ 1 89]
[ 1 89]	[ 1 90]
[ 1 87]	[ 8 92]
[ 8 85]	[ 1 87]
[ 8 84]	[ 1 85]
[ 8 82]	[ 3 84]
[ 8 80]	[ 8 82]
[ 8 89]	[ 8 80]
[ 8 90]	[ 8 80]
[ 8 89]	[ 3 87]
[ 8 90]	[ 8 87]
[ 8 89]	[ 1 87]
[ 8 90]	[15 89]
[ 8 89]	[15 90]
[ 1 87]	[15 89]
[ 1 89]	[22 87]
[ 1 87]	[22 85]
[ 1 89]	[ 1 87]
[ 1 87]	[ 8 89]
[ 1 85]	[ 1 87]
[ 1 84]	[ 1 85]
[ 1 85]	[ 6 85]
[-1 -1]	[ 1 85]
[ 1 75]	[ 1 85]
[ 1 77]	[ 6 77]
[ 1 80]	[24 73]
[ 1 82]	[ 1 75]
[ 1 80]	[ 8 77]
[ 1 77]	[ 6 80]
[ 1 80]	[ 8 78]
[ 1 82]	[ 1 78]
[ 1 80]	[ 1 77]
[ 1 78]	[ 6 80]
[ 8 77]	[ 1 78]
[ 8 75]	[15 77]
[ 8 75]	[ 8 75]
[ 8 77]	[ 1 75]
[ 8 75]	[ 8 77]
[ 8 77]	[ 8 75]
[ 8 78]	[ 8 75]
[ 8 77]	[ 1 75]
[ 8 75]	[ 8 77]
[ 8 77]	[22 75]
[ 8 75]	[24 73]
[ 8 73]	[ 5 75]
[ 8 75]	[ 5 72]
[ 8 77]	[22 72]
[ 8 78]	[ 8 73]
[ 8 77]	[ 1 75]
[ 8 78]	[ 8 77]
[ 8 77]	[ 8 75]
[ 8 78]	[ 6 77]
[ 8 77]	[ 1 78]
[ 1 75]	[ 8 77]
[-1 -1]	[ 1 75]
[ 1 72]	[-1 73]
[ 8 73]	[ 1 68]
[ 8 72]	[ 1 73]
[ 8 70]	[ 1 72]
[ 8 68]	[ 1 70]
[ 8 70]	[ 6 68]
[ 1 72]	[ 6 70]
[ 1 73]	[ 8 72]
[ 1 73]	[ 8 73]
[ 1 75]	[ 1 75]
[ 1 77]	[ 1 77]
[ 1 75]	[10 73]
[ 1 73]	[10 78]
[ 1 73]	[15 77]
[ 1 73]	[ 8 77]
[ 1 75]	[ 8 75]
[ 8 73]	[ 1 68]
[ 8 72]	[ 1 73]
[ 8 70]	[ 1 72]
[ 8 68]	[ 1 70]
[ 8 70]	[ 6 68]
[ 1 72]	[ 6 70]
[ 1 73]	[ 6 72]
[ 1 77]	[ 6 73]
[ 1 78]	[ 6 80]
[ 1 77]	[ 1 78]
[ 1 73]	[ 1 77]
[ 1 73]	[ 8 78]
[ 1 75]	[ 8 75]
[ 1 73]	[ 1 73]
[ 1 75]	[ 1 73]
[ 1 77]	[ 1 73]
[ 1 75]	[ 1 73]
[ 1 73]	[ 1 80]
[ 1 77]	[ 1 73]
[ 1 80]	[ 1 73]
[ 1 82]	[ 6 73]
[ 1 80]	[ 6 82]
[ 1 78]	[15 80]
[ 1 77]	[15 78]
[ 1 78]	[15 77]
[ 8 77]	[15 78]
[ 8 75]	[ 8 77]
[ 8 75]	[ 8 75]
[ 8 77]	[ 8 73]
[ 8 75]	[ 8 72]
[ 8 72]	[ 8 75]
[ 8 75]	[ 8 80]
[ 8 73]	[ 1 68]
[ 8 72]	[ 1 73]
[ 8 70]	[ 1 72]
[ 8 68]	[ 1 70]
[ 8 70]	[ 6 68]
[ 1 72]	[ 6 70]
[ 1 73]	[ 8 72]
[ 1 73]	[ 8 73]
[ 1 75]	[ 1 75]
[ 1 77]	[ 1 77]
[ 1 75]	[10 73]
[ 1 73]	[10 78]
[ 1 73]	[15 77]
[ 1 73]	[ 8 77]
[ 1 77]	[ 8 75]
[ 1 75]	[ 1 68]
[ 1 73]	[ 1 80]
[ 1 77]	[ 1 73]
[ 1 80]	[ 1 73]
[ 1 82]	[ 6 73]
[ 1 80]	[ 6 82]
[ 1 77]	[15 80]
[ 8 73]	[15 78]
[ 8 72]	[15 77]
[ 8 68]	[15 75]
[ 8 70]	[ 8 70]
[ 1 72]	[ 8 72]
[ 1 73]	[ 1 68]
[-1 -1]	[ 1 73]
[ 3 80]	[ 1 73]
[ 8 82]	[ 1 80]
[ 8 80]	[ 1 79]
[ 8 80]	[ 8 80]
[ 8 80]	[ 8 84]
[ 8 82]	[ 8 82]
[ 8 80]	[ 8 78]
[ 8 82]	[ 8 80]
[ 1 84]	[ 8 79]
[ 1 85]	[ 1 80]
[ 1 80]	[ 1 87]
[ 1 85]	[ 1 85]
[ 1 87]	[ 1 77]
[ 1 89]	[ 1 89]
[ 1 85]	[ 1 89]
[ 1 84]	[ 1 87]
[ 1 85]	[ 8 85]
[ 6 80]	[ 8 85]
[ 6 82]	[ 8 84]
[ 6 84]	[ 8 78]
[ 6 85]	[ 8 85]
[ 6 84]	[ 8 85]
[ 6 85]	[ 8 84]
[ 1 82]	[ 1 82]
[ 1 80]	[ 1 82]
[ 1 85]	[ 1 80]
[ 1 84]	[ 8 77]
[ 1 85]	[ 8 84]
[ 1 84]	[ 8 85]
[ 1 85]	[ 3 87]
