Accuracy: 0.426525086887229

n_chords: 1
n_melody: 1
t_prior: 0.0
e_prior: 15.0
dataset: The Session
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1]	[-1 -1]
[ 1 -1]	[ 1 -1]
[ 1 80]	[ 1 68]
[ 1 78]	[ 1 70]
[ 1 77]	[ 1 73]
[ 1 75]	[ 1 77]
[ 1 77]	[ 1 75]
[ 1 75]	[ 8 73]
[ 1 77]	[ 8 75]
[ 1 80]	[ 8 73]
[ 1 82]	[ 1 75]
[ 1 84]	[ 1 77]
[ 1 85]	[ 1 80]
[ 1 84]	[ 6 85]
[ 1 85]	[ 6 82]
[ 1 80]	[ 6 85]
[ 1 82]	[10 82]
[ 1 80]	[10 82]
[ 1 77]	[10 80]
[ 1 75]	[ 3 77]
[ 1 73]	[ 3 75]
[ 1 73]	[ 3 77]
[ 1 73]	[ 8 75]
[ 1 68]	[ 8 75]
[ 1 70]	[ 8 73]
[ 1 68]	[ 1 70]
[ 1 73]	[ 1 68]
[ 1 75]	[ 1 70]
[ 1 77]	[ 1 73]
[ 1 75]	[ 1 77]
[ 1 77]	[ 1 75]
[ 1 75]	[ 8 73]
[ 1 77]	[ 8 75]
[ 1 80]	[ 8 73]
[ 1 82]	[ 1 75]
[ 1 84]	[ 1 77]
[ 1 85]	[ 1 80]
[ 1 84]	[ 6 85]
[ 1 85]	[ 6 82]
[ 1 80]	[ 6 85]
[ 1 82]	[ 6 82]
[ 1 80]	[ 6 82]
[ 1 77]	[ 6 80]
[ 1 75]	[ 8 77]
[ 1 73]	[ 8 75]
[ 1 77]	[ 8 73]
[ 1 80]	[ 1 70]
[ 1 85]	[10 73]
[ 1 84]	[10 85]
[ 1 85]	[10 84]
[ 1 82]	[10 85]
[ 1 80]	[10 82]
[ 1 78]	[10 80]
[ 1 77]	[10 78]
[ 1 78]	[10 77]
[ 1 77]	[10 78]
[ 1 75]	[ 8 80]
[ 1 77]	[ 8 80]
[ 1 73]	[ 8 77]
[ 1 68]	[ 1 80]
[ 1 73]	[ 1 68]
[ 1 73]	[ 1 70]
[ 1 75]	[ 3 73]
[ 1 77]	[ 3 75]
[ 1 75]	[ 3 73]
[ 1 73]	[ 8 75]
[ 1 73]	[ 8 77]
[ 1 77]	[ 8 75]
[ 1 80]	[ 8 75]
[ 1 82]	[ 8 75]
[ 1 84]	[ 8 77]
[ 1 85]	[10 80]
[ 1 84]	[10 85]
[ 1 85]	[10 84]
[ 1 82]	[10 85]
[ 1 80]	[10 82]
[ 1 78]	[10 80]
[ 1 77]	[10 78]
[ 1 78]	[10 77]
[ 1 77]	[10 78]
[ 1 75]	[ 8 80]
[ 1 77]	[ 8 80]
[ 1 73]	[ 8 77]
[ 1 68]	[ 1 80]
[ 1 73]	[ 1 68]
[ 1 73]	[ 1 70]
[ 1 75]	[ 8 73]
[ 1 77]	[ 8 75]
[ 1 75]	[ 8 73]
[ 1 73]	[ 8 75]
[ 1 73]	[ 8 77]
[ 1 75]	[ 8 73]
[ 1 77]	[ 1 73]
[ 1 75]	[ 1 73]
[ 1 73]	[ 1 80]
[ 1 73]	[ 1 77]
[ 1 75]	[ 1 73]
[ 1 77]	[ 1 73]
[ 1 78]	[ 1 73]
[ 1 80]	[ 1 75]
[ 1 82]	[ 1 77]
[ 1 80]	[ 1 78]
[ 1 82]	[ 1 80]
[ 1 80]	[ 1 77]
[ 1 82]	[ 1 80]
[ 1 80]	[ 1 85]
[ 1 82]	[ 1 80]
[ 1 80]	[ 1 77]
[ 1 77]	[ 1 80]
[ 1 75]	[ 1 77]
[ 1 73]	[ 8 73]
[ 1 73]	[ 8 77]
[ 1 75]	[ 8 73]
[ 8 73]	[ 1 68]
[ 8 75]	[ 1 73]
[ 8 77]	[ 1 72]
[ 8 75]	[ 3 73]
[ 8 77]	[ 3 75]
[ 8 75]	[ 3 73]
[ 8 77]	[ 8 75]
[ 8 75]	[ 8 77]
[ 8 77]	[ 8 75]
[ 1 75]	[ 8 75]
[ 1 77]	[ 8 75]
[ 1 78]	[ 8 77]
[ 1 80]	[ 1 78]
[ 1 82]	[ 1 80]
[ 1 80]	[ 1 77]
[ 1 82]	[ 1 80]
[ 1 80]	[ 1 85]
[ 1 82]	[ 1 80]
[ 1 80]	[ 1 77]
[ 1 77]	[ 1 80]
[ 1 75]	[ 1 77]
[ 1 73]	[ 8 73]
[ 1 73]	[ 8 77]
[ 1 75]	[ 8 73]
[ 8 73]	[ 6 68]
[ 8 75]	[ 6 73]
[ 8 77]	[ 6 72]
[ 8 75]	[ 8 73]
[ 8 77]	[ 8 75]
[ 1 75]	[ 8 73]
[ 1 73]	[ 8 75]
[ 1 73]	[ 8 77]
[ 1 75]	[ 8 73]
[ 1 77]	[ 1 73]
[ 1 75]	[ 1 73]
[ 1 77]	[ 1 75]
[ 1 75]	[ 1 77]
[ 1 73]	[ 1 78]
[ 1 73]	[ 1 77]
[ 1 75]	[ 1 73]
[ 1 77]	[ 1 73]
[-1 -1]	[ 1 73]
[ 1 -1]	[-1 80]
[ 1 80]	[-1 73]
[ 8 77]	[13 75]
[ 8 78]	[13 76]
[ 8 76]	[13 75]
[13 75]	[13 76]
[13 73]	[13 75]
[13 75]	[13 73]
[13 76]	[13 68]
[13 75]	[13 73]
[13 76]	[10 75]
[13 75]	[10 76]
[13 73]	[10 75]
[13 73]	[10 76]
[13 71]	[10 75]
[13 73]	[10 73]
[13 75]	[10 69]
[13 76]	[10 73]
[12 73]	[12 76]
[12 71]	[12 75]
[12 73]	[12 71]
