Accuracy: 0.13065726980235942

n_chords: 1
n_melody: 1
t_prior: 22.5
e_prior: 15.0
dataset: JSB Chorales
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1]	[-1 -1]
[15 68]	[ 1 -1]
[ 1 66]	[13 68]
[ 6 68]	[13 66]
[24 70]	[ 6 65]
[ 1 72]	[ 8 70]
[ 1 73]	[22 72]
[ 8 73]	[ 1 73]
[22 72]	[ 8 73]
[ 5 73]	[15 72]
[22 72]	[15 70]
[ 8 70]	[ 1 72]
[ 8 68]	[ 8 73]
[ 1 66]	[ 8 68]
[15 65]	[ 1 66]
[ 1 66]	[ 6 65]
[ 8 65]	[ 1 66]
[ 1 63]	[20 65]
[ 8 70]	[ 1 63]
[ 8 68]	[ 1 61]
[ 1 66]	[13 68]
[ 6 68]	[13 66]
[24 70]	[ 6 65]
[ 1 72]	[ 8 70]
[ 1 73]	[22 72]
[ 8 73]	[ 1 73]
[22 72]	[ 8 73]
[ 5 73]	[15 72]
[22 72]	[15 70]
[ 8 70]	[ 1 72]
[ 8 68]	[ 8 73]
[ 1 66]	[ 8 68]
[15 65]	[ 1 66]
[ 1 66]	[ 6 65]
[ 8 65]	[ 1 66]
[ 1 63]	[20 65]
[ 1 66]	[ 1 63]
[ 1 65]	[10 61]
[ 5 70]	[ 3 65]
[22 72]	[ 5 67]
[ 5 73]	[ 6 69]
[22 72]	[ 6 70]
[ 5 73]	[22 72]
[22 72]	[ 5 73]
[ 8 73]	[22 72]
[ 1 75]	[24 70]
[ 8 77]	[ 1 72]
[ 1 75]	[13 73]
[ 8 77]	[ 1 75]
[ 8 75]	[15 77]
[ 1 75]	[ 8 75]
[-1 -1]	[ 1 75]
[ 1 84]	[ 1 73]
[ 1 85]	[ 6 85]
[ 8 85]	[ 1 85]
[ 1 87]	[ 8 85]
[ 6 89]	[22 87]
[ 1 90]	[ 6 85]
[ 8 89]	[ 1 90]
[ 1 87]	[ 6 92]
[ 6 89]	[22 90]
[ 1 90]	[22 89]
[ 6 92]	[17 90]
[ 1 90]	[ 6 92]
[ 6 89]	[ 8 94]
[ 1 90]	[ 8 92]
[ 8 89]	[ 1 90]
[ 1 87]	[ 8 89]
[ 1 85]	[ 1 87]
[ 6 89]	[ 1 85]
[ 1 90]	[24 85]
[ 6 89]	[ 1 90]
[ 1 90]	[ 1 89]
[ 8 89]	[ 1 90]
[22 87]	[ 8 92]
[ 5 85]	[ 1 87]
[22 84]	[ 1 85]
[ 8 82]	[ 3 84]
[ 1 80]	[ 8 82]
[ 8 85]	[ 8 80]
[ 8 87]	[ 8 80]
[ 8 87]	[ 3 87]
[ 1 87]	[ 8 87]
[ 6 89]	[ 1 87]
[ 1 90]	[15 89]
[ 8 89]	[15 90]
[ 1 87]	[15 89]
[ 8 89]	[22 87]
[ 1 87]	[22 85]
[ 8 89]	[ 1 87]
[ 1 87]	[ 8 89]
[ 1 85]	[ 1 87]
[ 1 87]	[ 1 85]
[ 1 85]	[ 6 85]
[-1 -1]	[ 1 85]
[ 1 75]	[ 1 85]
[ 8 77]	[ 6 77]
[ 1 75]	[24 73]
[ 1 77]	[ 1 75]
[ 1 77]	[ 8 77]
[ 6 77]	[ 6 80]
[ 1 78]	[ 8 78]
[ 1 80]	[ 1 78]
[ 6 80]	[ 1 77]
[ 1 78]	[ 6 80]
[ 8 77]	[ 1 78]
[ 8 75]	[15 77]
[ 1 75]	[ 8 75]
[ 8 77]	[ 1 75]
[ 8 75]	[ 8 77]
[ 8 75]	[ 8 75]
[ 1 75]	[ 8 75]
[ 8 77]	[ 1 75]
[ 1 75]	[ 8 77]
[ 1 73]	[22 75]
[ 1 73]	[24 73]
[ 8 73]	[ 5 75]
[ 1 75]	[ 5 72]
[ 8 77]	[22 72]
[ 1 75]	[ 8 73]
[ 8 77]	[ 1 75]
[ 1 75]	[ 8 77]
[ 6 77]	[ 8 75]
[ 1 78]	[ 6 77]
[ 8 77]	[ 1 78]
[ 1 75]	[ 8 77]
[-1 -1]	[ 1 75]
[22 72]	[22 73]
[ 5 73]	[22 70]
[22 72]	[22 70]
[ 5 73]	[22 72]
[22 72]	[24 73]
[ 5 70]	[ 6 72]
[22 72]	[19 70]
[22 70]	[19 69]
[ 8 70]	[22 70]
[22 72]	[22 70]
[22 70]	[22 68]
[ 8 73]	[ 5 70]
[ 1 75]	[ 5 72]
[ 1 73]	[ 5 72]
[ 8 73]	[22 73]
[ 1 75]	[22 73]
[ 8 77]	[22 72]
[ 1 75]	[ 3 73]
[ 1 73]	[ 5 75]
[ 8 73]	[22 77]
[22 72]	[24 73]
[22 70]	[22 72]
[ 8 73]	[17 70]
[ 1 75]	[17 72]
[ 8 77]	[ 1 72]
[ 1 75]	[24 73]
[ 8 73]	[19 75]
[ 3 72]	[ 8 73]
[ 8 70]	[22 72]
[ 8 77]	[ 8 70]
[ 1 75]	[ 8 68]
[ 1 77]	[10 75]
[ 1 78]	[14 77]
[ 1 77]	[17 79]
[ 1 78]	[19 80]
[ 8 77]	[ 1 79]
[ 1 75]	[12 77]
[ 1 77]	[ 5 76]
[ 1 78]	[ 1 77]
[ 8 77]	[ 1 77]
[ 1 75]	[ 8 77]
[ 8 73]	[ 8 75]
[ 1 75]	[ 8 73]
[ 8 77]	[ 8 72]
[ 1 75]	[ 8 73]
[ 8 77]	[17 75]
[ 1 75]	[ 5 77]
[ 8 73]	[22 75]
[ 1 75]	[ 5 73]
[ 1 77]	[22 72]
[ 8 77]	[22 77]
[ 1 75]	[24 77]
[ 6 77]	[24 75]
[ 1 78]	[19 77]
[ 8 77]	[22 78]
[ 1 75]	[19 77]
[ 1 73]	[15 75]
[ 8 73]	[ 5 73]
