Accuracy: 0.4721956025441743

n_chords: 1
n_melody: 1
t_prior: 0.0
e_prior: 15.0
dataset: ABC Notation
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1]	[-1 -1]
[ 1 75]	[-1 -1]
[ 8 73]	[ 1 68]
[ 8 72]	[ 1 73]
[ 8 70]	[ 1 72]
[ 8 68]	[ 1 70]
[ 8 70]	[ 6 68]
[ 1 72]	[ 6 70]
[ 1 73]	[ 8 72]
[ 1 73]	[ 8 73]
[ 1 75]	[ 1 75]
[ 1 77]	[ 1 77]
[ 1 78]	[10 73]
[ 1 77]	[10 78]
[ 8 73]	[15 77]
[ 8 72]	[ 8 77]
[ 8 75]	[ 8 75]
[ 8 73]	[ 1 68]
[ 8 72]	[ 1 73]
[ 8 70]	[ 1 72]
[ 8 68]	[ 1 70]
[ 8 70]	[ 6 68]
[ 1 72]	[ 6 70]
[ 1 73]	[ 6 72]
[ 1 77]	[ 6 73]
[ 1 78]	[ 6 80]
[ 1 77]	[ 1 78]
[ 1 73]	[ 1 77]
[ 1 73]	[ 8 78]
[ 1 75]	[ 8 75]
[ 1 73]	[ 1 73]
[ 1 75]	[ 1 73]
[ 1 77]	[ 1 73]
[ 1 75]	[ 1 73]
[ 1 73]	[ 1 80]
[ 1 77]	[ 1 73]
[15 80]	[ 1 73]
[15 78]	[ 6 73]
[15 77]	[ 6 82]
[15 78]	[15 80]
[15 77]	[15 78]
[15 78]	[15 77]
[15 77]	[15 78]
[15 75]	[ 8 77]
[ 8 73]	[ 8 75]
[ 8 72]	[ 8 73]
[ 8 68]	[ 8 72]
[ 8 70]	[ 8 75]
[ 1 72]	[ 8 80]
[ 8 73]	[ 1 68]
[ 8 72]	[ 1 73]
[ 8 70]	[ 1 72]
[ 8 68]	[ 1 70]
[ 8 70]	[ 6 68]
[ 1 72]	[ 6 70]
[ 1 73]	[ 8 72]
[ 1 73]	[ 8 73]
[ 1 75]	[ 1 75]
[ 1 77]	[ 1 77]
[ 1 75]	[10 73]
[ 1 73]	[10 78]
[ 1 73]	[15 77]
[ 1 73]	[ 8 77]
[ 1 77]	[ 8 75]
[ 1 75]	[ 1 68]
[ 1 73]	[ 1 80]
[ 1 77]	[ 1 73]
[ 1 80]	[ 1 73]
[ 1 82]	[ 6 73]
[ 1 80]	[ 6 82]
[ 1 77]	[15 80]
[ 8 73]	[15 78]
[ 8 72]	[15 77]
[ 8 68]	[15 75]
[ 8 70]	[ 8 70]
[ 1 72]	[ 8 72]
[ 1 73]	[ 1 68]
[-1 -1]	[ 1 73]
[ 1 75]	[ 1 73]
[ 1 77]	[ 1 80]
[ 8 85]	[ 1 79]
[ 8 84]	[ 8 80]
[ 8 80]	[ 8 84]
[ 8 82]	[ 8 82]
[ 8 80]	[ 8 78]
[ 8 82]	[ 8 80]
[ 1 84]	[ 8 79]
[ 1 85]	[ 1 80]
[ 1 80]	[ 1 87]
[ 1 85]	[ 1 85]
[ 1 87]	[ 1 77]
[ 6 89]	[ 1 89]
[ 6 87]	[ 1 89]
[ 6 85]	[ 1 87]
[ 6 82]	[ 8 85]
[ 6 80]	[ 8 85]
[ 6 82]	[ 8 84]
[ 6 84]	[ 8 78]
[ 6 85]	[ 8 85]
[ 6 84]	[ 8 85]
[ 6 85]	[ 8 84]
[ 1 82]	[ 1 82]
[ 1 80]	[ 1 82]
[ 1 85]	[ 1 80]
[ 1 84]	[ 8 77]
[ 1 85]	[ 8 84]
[ 1 84]	[ 8 85]
[ 1 85]	[ 3 87]
[ 1 80]	[ 3 85]
[ 1 85]	[ 3 85]
[1 0]	[ 8 79]
[1 0]	[ 8 80]
[1 0]	[ 8 92]
[ 1 92]	[8 0]
[ 1 92]	[1 0]
[ 1 94]	[ 1 89]
