Accuracy: 0.4434380711300795

n_chords: 2
n_melody: 0
t_prior: 20.0
e_prior: 0.0
dataset: ABC Notation
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1]	[-1 -1]
[-1 -1]	[-1 -1]
[-1 -1]	[-1  1]
[-1 -1]	[1 1]
[-1 -1]	[1 1]
[-1 -1]	[1 1]
[-1 -1]	[1 6]
[-1  1]	[6 6]
[1 1]	[6 8]
[1 1]	[8 8]
[1 1]	[8 1]
[1 1]	[1 1]
[1 1]	[ 1 10]
[1 1]	[10 10]
[1 8]	[10 15]
[8 8]	[15  8]
[8 8]	[8 8]
[8 8]	[8 1]
[8 8]	[1 1]
[8 8]	[1 1]
[8 8]	[1 1]
[8 8]	[1 6]
[8 1]	[6 6]
[1 1]	[6 6]
[1 1]	[6 6]
[1 1]	[6 6]
[1 1]	[6 1]
[1 1]	[1 1]
[1 1]	[1 8]
[1 1]	[8 8]
[1 1]	[8 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 6]
[1 1]	[6 6]
[1 1]	[ 6 15]
[1 1]	[15 15]
[1 1]	[15 15]
[1 8]	[15 15]
[8 8]	[15  8]
[8 8]	[8 8]
[8 8]	[8 8]
[8 8]	[8 8]
[8 8]	[8 8]
[8 8]	[8 8]
[8 8]	[8 1]
[8 8]	[1 1]
[8 8]	[1 1]
[8 8]	[1 1]
[8 8]	[1 6]
[8 1]	[6 6]
[1 1]	[6 8]
[1 1]	[8 8]
[1 1]	[8 1]
[1 1]	[1 1]
[1 1]	[ 1 10]
[1 1]	[10 10]
[1 1]	[10 15]
[1 1]	[15  8]
[1 1]	[8 8]
[1 1]	[8 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 6]
[1 1]	[6 6]
[1 1]	[ 6 15]
[1 8]	[15 15]
[8 8]	[15 15]
[8 8]	[15 15]
[8 8]	[15  8]
[8 1]	[8 8]
[1 1]	[8 1]
[-1 -1]	[1 1]
[-1 -1]	[1 1]
[-1 -1]	[1 1]
[-1 -1]	[1 1]
[-1 -1]	[1 8]
[-1 -1]	[8 8]
[-1  1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 8]
[1 6]	[8 8]
[6 6]	[8 8]
[6 6]	[8 8]
[6 6]	[8 8]
[6 6]	[8 8]
[6 6]	[8 8]
[6 1]	[8 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 3]
[1 1]	[3 3]
[1 1]	[3 3]
[1 1]	[3 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 8]	[8 1]
[8 8]	[1 1]
[8 8]	[1 1]
[8 8]	[ 1 10]
[8 8]	[10 10]
[8 8]	[10 10]
[8 8]	[10 15]
[8 8]	[15 15]
[8 8]	[15 15]
[8 8]	[15 15]
[8 8]	[15  8]
[8 8]	[8 8]
[8 8]	[8 8]
[8 8]	[8 8]
[8 8]	[8 8]
[8 1]	[8 8]
[1 1]	[8 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 6]	[1 1]
[6 6]	[1 8]
[6 6]	[8 8]
[6 6]	[8 8]
[6 6]	[8 8]
[6 6]	[8 8]
[6 6]	[8 8]
[6 6]	[8 8]
[6 6]	[8 1]
[6 6]	[1 1]
[6 6]	[1 1]
[6 6]	[1 1]
[6 6]	[1 1]
[6 6]	[1 1]
[6 6]	[1 1]
[6 6]	[1 6]
[6 6]	[6 6]
[6 6]	[6 6]
[6 6]	[6 8]
[6 6]	[8 8]
[6 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 8]
[1 1]	[8 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 8]	[ 1 15]
[8 8]	[15 15]
[8 8]	[15 15]
[8 8]	[15 15]
[8 8]	[15  8]
[8 8]	[8 8]
[8 8]	[8 8]
[8 1]	[8 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 6]	[1 8]
[6 6]	[8 8]
[6 6]	[8 8]
[6 6]	[8 8]
[6 6]	[8 8]
[6 6]	[8 8]
[6 6]	[8 8]
[6 1]	[8 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[1 1]
[1 1]	[ 1 15]
[1 1]	[15 15]
