Accuracy: 0.49257552483358935

n_chords: 2
n_melody: 1
t_prior: 2.5
e_prior: 7.5
dataset: All
keys: phrygian
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[-1 -1 -1]	[-1 -1 -1]
[ 1  1 76]	[-1  1 -1]
[ 1  1 78]	[ 1  1 73]
[ 1  1 80]	[ 1  1 76]
[ 1  1 78]	[ 1  1 76]
[ 1  1 80]	[ 1  1 80]
[ 1  1 80]	[ 1  1 80]
[ 1  1 78]	[ 1  1 78]
[ 1  1 80]	[ 1  1 78]
[ 1  1 78]	[ 1  1 80]
[ 1  1 76]	[ 1  1 80]
[ 1  1 76]	[ 1  1 76]
[ 1  1 76]	[ 1  1 76]
[ 1  1 76]	[ 1  1 78]
[ 1  1 76]	[ 1  1 78]
[ 1  1 76]	[ 1  1 74]
[ 1  1 74]	[ 1  1 74]
[ 1  1 73]	[ 1  1 76]
[ 1  1 73]	[ 1  1 76]
[ 1  1 73]	[ 1 24 74]
[ 1  1 73]	[24 24 73]
[ 1  1 73]	[24 24 71]
[ 1  1 73]	[24 24 73]
[ 1  1 73]	[24  1 74]
[ 1  1 73]	[ 1  1 76]
[ 1  1 73]	[ 1  1 73]
[ 1  1 73]	[ 1  1 76]
[ 1  1 73]	[ 1  1 73]
[ 1  1 73]	[ 1  1 73]
[ 1  1 80]	[1 1 0]
[ 1  1 78]	[ 1 24 73]
[ 1  1 80]	[24 24 83]
[ 1  1 81]	[24 24 86]
[ 1  1 80]	[24 24 85]
[ 1  1 78]	[24 24 83]
[ 1  1 80]	[24 24 81]
[ 1  1 78]	[24 24 80]
[ 1  1 80]	[24 24 78]
[ 1  1 81]	[24 24 80]
[ 1  1 80]	[24 24 81]
[ 1  1 78]	[24 24 83]
[ 1  1 80]	[24 24 81]
[ 1  1 78]	[24 24 80]
[ 1  1 80]	[24 24 78]
[ 1  1 78]	[24 24 76]
[ 1  1 80]	[24 24 78]
[ 1  1 81]	[24 24 80]
[ 1  1 80]	[24 24 81]
[ 1  1 78]	[24 24 83]
[ 1  1 80]	[24 24 81]
[ 1  1 78]	[24 24 80]
[ 1  1 76]	[24  1 78]
[ 1  1 76]	[ 1  1 76]
[ 1  1 74]	[ 1  1 78]
