Accuracy: 0.03692354833767428

n_chords: 2
n_melody: 0
t_prior: 160.0
e_prior: 0.0
dataset: JSB Chorales
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[24 24]	[-1 -1]
[24 24]	[-1  1]
[24 24]	[ 1 13]
[24 24]	[13 13]
[24 24]	[13  6]
[24 24]	[6 8]
[24 24]	[ 8 22]
[24 24]	[22  1]
[24 24]	[1 8]
[24 24]	[ 8 15]
[24 24]	[15 15]
[24 24]	[15  1]
[24 24]	[1 8]
[24 24]	[8 8]
[24 24]	[8 1]
[24 24]	[1 6]
[24 24]	[6 1]
[24 24]	[ 1 20]
[24 24]	[20  1]
[24 24]	[1 1]
[24 24]	[ 1 13]
[24 24]	[13 13]
[24 24]	[13  6]
[24 24]	[6 8]
[24 24]	[ 8 22]
[24 24]	[22  1]
[24 24]	[1 8]
[24 24]	[ 8 15]
[24 24]	[15 15]
[24 24]	[15  1]
[24 24]	[1 8]
[24 24]	[8 8]
[24 24]	[8 1]
[24 24]	[1 6]
[24 24]	[6 1]
[24 24]	[ 1 20]
[24 24]	[20  1]
[24 24]	[ 1 10]
[24 24]	[10  3]
[24 24]	[3 5]
[24 24]	[5 6]
[24 24]	[6 6]
[24 24]	[ 6 22]
[24 24]	[22  5]
[24 24]	[ 5 22]
[24 24]	[22 24]
[24 24]	[24  1]
[24 24]	[ 1 13]
[24 24]	[13  1]
[24 24]	[ 1 15]
[-1 -1]	[15  8]
[24 24]	[8 1]
[24 24]	[1 1]
[24 24]	[1 6]
[24 24]	[6 1]
[24 24]	[1 8]
[24 24]	[ 8 22]
[24 24]	[22  6]
[24 24]	[6 1]
[24 24]	[1 6]
[24 24]	[ 6 22]
[24 24]	[22 22]
[24 24]	[22 17]
[24 24]	[17  6]
[24 24]	[6 8]
[24 24]	[8 8]
[24 24]	[8 1]
[24 24]	[1 8]
[24 24]	[8 1]
[24 24]	[1 1]
[24 24]	[ 1 24]
[24 24]	[24  1]
[24 24]	[1 1]
[24 24]	[1 1]
[24 24]	[1 8]
[24 24]	[8 1]
[24 24]	[1 1]
[24 24]	[1 3]
[24 24]	[3 8]
[24 24]	[8 8]
[24 24]	[8 8]
[24 24]	[8 3]
[24 24]	[3 8]
[24 24]	[8 1]
[24 24]	[ 1 15]
[24 24]	[15 15]
[24 24]	[15 15]
[24 24]	[15 22]
[24 24]	[22 22]
[24 24]	[22  1]
[24 24]	[1 8]
[24 24]	[8 1]
[24 24]	[1 1]
[-1 -1]	[1 6]
[24 24]	[6 1]
[24 24]	[1 1]
[24 24]	[1 6]
[24 24]	[ 6 24]
[24 24]	[24  1]
[24 24]	[1 8]
[24 24]	[8 6]
[24 24]	[6 8]
[24 24]	[8 1]
[24 24]	[1 1]
[24 24]	[1 6]
[24 24]	[6 1]
[24 24]	[ 1 15]
[24 24]	[15  8]
[24 24]	[8 1]
[24 24]	[1 8]
[24 24]	[8 8]
[24 24]	[8 8]
[24 24]	[8 1]
[24 24]	[1 8]
[24 24]	[ 8 22]
[24 24]	[22 24]
[24 24]	[24  5]
[24 24]	[5 5]
[24 24]	[ 5 22]
[24 24]	[22  8]
[24 24]	[8 1]
[24 24]	[1 8]
[24 24]	[8 8]
[24 24]	[8 6]
[24 24]	[6 1]
[-1 -1]	[1 8]
[24 24]	[8 1]
[24 24]	[ 1 22]
[24 24]	[22 22]
[24 24]	[22 22]
[24 24]	[22 22]
[24 24]	[22 24]
[24 24]	[24  6]
