Accuracy: 0.027232103124747744

n_chords: 1
n_melody: 1
t_prior: 7.5
e_prior: 0.0
dataset: ABC Notation
keys: All
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[24 99]	[-1 -1]
[24 99]	[-1 -1]
[24 99]	[ 1 68]
[24 99]	[ 1 73]
[24 99]	[ 1 72]
[24 99]	[ 1 70]
[24 99]	[ 6 68]
[24 99]	[ 6 70]
[24 99]	[ 8 72]
[24 99]	[ 8 73]
[24 99]	[ 1 75]
[24 99]	[ 1 77]
[24 99]	[10 73]
[24 99]	[10 78]
[24 99]	[15 77]
[24 99]	[ 8 77]
[24 99]	[ 8 75]
[24 99]	[ 1 68]
[24 99]	[ 1 73]
[24 99]	[ 1 72]
[24 99]	[ 1 70]
[24 99]	[ 6 68]
[24 99]	[ 6 70]
[24 99]	[ 6 72]
[24 99]	[ 6 73]
[24 99]	[ 6 80]
[24 99]	[ 1 78]
[24 99]	[ 1 77]
[24 99]	[ 8 78]
[24 99]	[ 8 75]
[24 99]	[ 1 73]
[24 99]	[ 1 73]
[24 99]	[ 1 73]
[24 99]	[ 1 73]
[24 99]	[ 1 80]
[24 99]	[ 1 73]
[24 99]	[ 1 73]
[24 99]	[ 6 73]
[24 99]	[ 6 82]
[24 99]	[15 80]
[24 99]	[15 78]
[24 99]	[15 77]
[24 99]	[15 78]
[24 99]	[ 8 77]
[24 99]	[ 8 75]
[24 99]	[ 8 73]
[24 99]	[ 8 72]
[24 99]	[ 8 75]
[24 99]	[ 8 80]
[24 99]	[ 1 68]
[24 99]	[ 1 73]
[24 99]	[ 1 72]
[24 99]	[ 1 70]
[24 99]	[ 6 68]
[24 99]	[ 6 70]
[24 99]	[ 8 72]
[24 99]	[ 8 73]
[24 99]	[ 1 75]
[24 99]	[ 1 77]
[24 99]	[10 73]
[24 99]	[10 78]
[24 99]	[15 77]
[24 99]	[ 8 77]
[24 99]	[ 8 75]
[24 99]	[ 1 68]
[24 99]	[ 1 80]
[24 99]	[ 1 73]
[24 99]	[ 1 73]
[24 99]	[ 6 73]
[24 99]	[ 6 82]
[24 99]	[15 80]
[24 99]	[15 78]
[24 99]	[15 77]
[24 99]	[15 75]
[24 99]	[ 8 70]
[24 99]	[ 8 72]
[-1 -1]	[ 1 68]
[24 99]	[ 1 73]
[24 99]	[ 1 73]
[24 99]	[ 1 80]
[24 99]	[ 1 79]
[24 99]	[ 8 80]
[24 99]	[ 8 84]
